date,time,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2020/01/16,02:22:20.800,35.639361688,139.296007098,220.6557,2,7,0.1492,0.1113,0.3441,0.0883,0.0554,-0.0898,2.40,1.0
2020/01/16,02:22:21.000,35.639360194,139.296007220,220.6818,2,7,0.1476,0.1100,0.3385,0.0875,0.0526,-0.0884,2.60,1.0
2020/01/16,02:22:21.200,35.639358570,139.296007610,220.7839,2,7,0.1461,0.1087,0.3333,0.0867,0.0499,-0.0871,2.80,1.0
2020/01/16,02:22:21.400,35.639357081,139.296007514,220.8527,2,7,0.1446,0.1074,0.3283,0.0859,0.0473,-0.0859,3.00,1.0
2020/01/16,02:22:21.600,35.639355658,139.296007127,220.8305,2,7,0.1432,0.1062,0.3236,0.0851,0.0448,-0.0848,3.20,1.1
2020/01/16,02:22:21.800,35.639354188,139.296006831,220.9101,2,7,0.1418,0.1051,0.3190,0.0843,0.0424,-0.0837,3.40,1.1
2020/01/16,02:22:22.000,35.639352710,139.296006653,220.9178,2,7,0.1405,0.1039,0.3147,0.0836,0.0401,-0.0826,3.40,1.1
2020/01/16,02:22:22.200,35.639350941,139.296006792,220.9238,2,7,0.1389,0.1027,0.3102,0.0827,0.0379,-0.0815,0.20,1.1
2020/01/16,02:22:22.400,35.639349292,139.296006799,220.9877,2,7,0.1376,0.1017,0.3061,0.0820,0.0357,-0.0806,0.20,1.1
2020/01/16,02:22:22.600,35.639347926,139.296006625,221.0093,2,7,0.1364,0.1006,0.3023,0.0813,0.0336,-0.0796,0.20,1.1
2020/01/16,02:22:22.800,35.639346214,139.296005941,221.0072,2,7,0.1351,0.0996,0.2986,0.0806,0.0314,-0.0788,0.20,1.1
2020/01/16,02:22:23.000,35.639344752,139.296005883,221.0469,2,6,0.1354,0.0987,0.2953,0.0800,0.0296,-0.0763,0.20,1.1
2020/01/16,02:22:23.200,35.639343262,139.296005711,221.0021,2,7,0.1334,0.0977,0.2917,0.0794,0.0275,-0.0763,0.20,1.1
2020/01/16,02:22:23.400,35.639341679,139.296005960,221.0019,2,7,0.1323,0.0968,0.2884,0.0787,0.0255,-0.0755,0.20,1.1
2020/01/16,02:22:23.600,35.639339959,139.296005815,221.0212,2,7,0.1312,0.0959,0.2851,0.0781,0.0234,-0.0747,0.20,1.1
2020/01/16,02:22:23.800,35.639338257,139.296005536,220.9629,2,7,0.1301,0.0951,0.2820,0.0774,0.0214,-0.0740,0.20,1.1
2020/01/16,02:22:24.000,35.639336580,139.296005192,220.9955,2,7,0.1290,0.0943,0.2790,0.0768,0.0192,-0.0733,0.20,1.1
2020/01/16,02:22:24.200,35.639334940,139.296005255,221.0254,2,7,0.1279,0.0934,0.2761,0.0762,0.0170,-0.0726,0.20,1.1
2020/01/16,02:22:24.400,35.639333361,139.296005410,220.9663,2,7,0.1269,0.0926,0.2733,0.0757,0.0146,-0.0720,0.20,1.1
2020/01/16,02:22:24.600,35.639331727,139.296005799,220.9771,2,7,0.1259,0.0919,0.2706,0.0751,0.0120,-0.0713,0.40,1.1
2020/01/16,02:22:24.800,35.639330196,139.296005747,220.9965,2,7,0.1250,0.0911,0.2680,0.0745,0.0089,-0.0707,0.40,1.2
2020/01/16,02:22:25.000,35.639328633,139.296005589,220.9440,2,7,0.1240,0.0904,0.2654,0.0740,0.0044,-0.0701,0.20,1.2
2020/01/16,02:22:25.200,35.639327015,139.296005444,220.9969,2,7,0.1231,0.0897,0.2629,0.0735,-0.0061,-0.0695,0.40,1.2
2020/01/16,02:22:25.400,35.639325510,139.296005426,220.9810,2,7,0.1222,0.0890,0.2605,0.0729,-0.0094,-0.0690,0.20,1.2
2020/01/16,02:22:25.600,35.639323949,139.296005595,220.9310,2,7,0.1213,0.0883,0.2582,0.0724,-0.0117,-0.0684,0.40,1.2
2020/01/16,02:22:25.800,35.639322260,139.296005744,220.9890,2,7,0.1204,0.0876,0.2559,0.0719,-0.0136,-0.0679,0.60,1.2
2020/01/16,02:22:26.000,35.639320618,139.296005695,220.9564,2,7,0.1195,0.0870,0.2536,0.0714,-0.0151,-0.0673,0.40,1.2
2020/01/16,02:22:26.200,35.639318856,139.296005303,220.9452,2,7,0.1187,0.0863,0.2515,0.0709,-0.0164,-0.0668,0.20,1.2
2020/01/16,02:22:26.400,35.639317186,139.296005219,220.9871,2,7,0.1179,0.0857,0.2494,0.0705,-0.0175,-0.0663,0.20,1.2
2020/01/16,02:22:26.600,35.639315617,139.296005206,220.9400,2,7,0.1171,0.0851,0.2473,0.0700,-0.0185,-0.0659,0.40,1.2
2020/01/16,02:22:26.800,35.639313887,139.296005480,220.9546,2,7,0.1163,0.0845,0.2453,0.0695,-0.0193,-0.0654,0.60,1.2
2020/01/16,02:22:27.000,35.639312258,139.296005392,220.9505,2,7,0.1155,0.0839,0.2434,0.0691,-0.0201,-0.0649,0.80,1.2
2020/01/16,02:22:27.200,35.639310639,139.296005187,220.9072,2,7,0.1148,0.0834,0.2415,0.0686,-0.0208,-0.0645,1.00,1.2
2020/01/16,02:22:27.400,35.639308926,139.296004635,220.9106,2,9,0.1140,0.0827,0.2389,0.0683,-0.0234,-0.0637,1.20,1.6
2020/01/16,02:22:27.600,35.639307166,139.296004545,220.9026,2,9,0.1132,0.0820,0.2360,0.0680,-0.0262,-0.0630,1.40,1.6
2020/01/16,02:22:27.800,35.639305467,139.296004451,220.8131,2,9,0.1125,0.0813,0.2333,0.0676,-0.0285,-0.0624,1.60,1.1
2020/01/16,02:22:28.000,35.639303877,139.296004685,220.8371,2,9,0.1118,0.0807,0.2310,0.0673,-0.0300,-0.0616,1.80,2.2
2020/01/16,02:22:28.200,35.639302284,139.296004498,220.7910,2,13,0.1103,0.0798,0.2280,0.0664,-0.0292,-0.0590,2.00,1.0
2020/01/16,02:22:28.400,35.639300730,139.296004030,220.7179,2,13,0.1088,0.0789,0.2246,0.0654,-0.0286,-0.0565,2.20,1.9
2020/01/16,02:22:28.600,35.639299074,139.296003611,220.7133,2,13,0.1074,0.0781,0.2216,0.0646,-0.0283,-0.0543,2.40,2.4
2020/01/16,02:22:28.800,35.639297540,139.296003438,220.6704,2,13,0.1061,0.0773,0.2187,0.0638,-0.0280,-0.0521,2.60,2.6
2020/01/16,02:22:29.000,35.639295968,139.296003568,220.6150,2,13,0.1048,0.0765,0.2162,0.0630,-0.0272,-0.0499,2.80,1.5
2020/01/16,02:22:29.200,35.639294408,139.296003684,220.6193,2,13,0.1036,0.0758,0.2138,0.0623,-0.0266,-0.0478,3.00,1.7
2020/01/16,02:22:29.400,35.639293053,139.296003471,220.5758,2,14,0.1019,0.0749,0.2112,0.0611,-0.0267,-0.0461,3.20,2.0
2020/01/16,02:22:29.600,35.639291673,139.296003101,220.5386,2,14,0.1001,0.0741,0.2090,0.0600,-0.0262,-0.0445,3.20,2.0
2020/01/16,02:22:29.800,35.639290495,139.296002980,220.5679,2,14,0.0985,0.0733,0.2068,0.0590,-0.0259,-0.0429,3.40,2.2
2020/01/16,02:22:30.000,35.639289316,139.296002790,220.5402,2,14,0.0970,0.0725,0.2048,0.0580,-0.0256,-0.0413,3.60,2.4
2020/01/16,02:22:30.200,35.639295641,139.296006078,219.1935,1,14,0.0057,0.0050,0.0141,0.0029,-0.0033,0.0026,0.20,4.0
2020/01/16,02:22:30.400,35.639294335,139.296005589,219.2366,1,14,0.0055,0.0052,0.0140,0.0030,-0.0035,0.0027,0.20,4.3
2020/01/16,02:22:30.600,35.639293368,139.296004832,219.2240,1,14,0.0056,0.0050,0.0141,0.0033,-0.0032,0.0021,0.40,4.7
2020/01/16,02:22:30.800,35.639292642,139.296003631,219.2058,1,14,0.0055,0.0053,0.0141,0.0030,-0.0033,0.0024,0.20,5.0
2020/01/16,02:22:31.000,35.639292094,139.296002499,219.2327,1,14,0.0056,0.0054,0.0154,0.0030,-0.0017,0.0027,0.40,5.6
2020/01/16,02:22:31.200,35.639291635,139.296001251,219.2139,1,14,0.0057,0.0053,0.0154,0.0030,-0.0018,0.0028,0.20,6.2
2020/01/16,02:22:31.400,35.639291096,139.295999879,219.1994,1,14,0.0057,0.0055,0.0153,0.0030,-0.0017,0.0026,0.20,6.5
2020/01/16,02:22:31.600,35.639290664,139.295998456,219.2234,1,14,0.0057,0.0054,0.0153,0.0030,-0.0018,0.0027,0.40,6.6
2020/01/16,02:22:31.800,35.639290464,139.295996960,219.2047,1,14,0.0057,0.0053,0.0154,0.0031,-0.0016,0.0024,0.40,6.7
2020/01/16,02:22:32.000,35.639290558,139.295995282,219.1829,1,14,0.0056,0.0054,0.0142,0.0029,-0.0030,0.0025,0.20,3.7
2020/01/16,02:22:32.200,35.639290468,139.295993551,219.2023,1,14,0.0051,0.0054,0.0149,0.0030,0.0017,-0.0025,0.20,5.3
2020/01/16,02:22:32.400,35.639290475,139.295991836,219.1881,1,14,0.0053,0.0052,0.0149,0.0032,0.0016,-0.0026,0.20,24.7
2020/01/16,02:22:32.600,35.639290328,139.295990090,219.1717,1,13,0.0053,0.0062,0.0156,0.0037,-0.0031,-0.0037,0.20,47.6
2020/01/16,02:22:32.800,35.639290199,139.295988172,219.2159,1,14,0.0051,0.0050,0.0134,0.0029,-0.0025,-0.0037,0.20,7.9
2020/01/16,02:22:33.000,35.639290350,139.295986239,219.1559,1,14,0.0053,0.0053,0.0134,0.0029,-0.0024,-0.0036,0.20,28.3
2020/01/16,02:22:33.200,35.639290642,139.295984134,219.1599,1,11,0.0053,0.0055,0.0148,0.0023,0.0024,-0.0051,0.40,97.0
2020/01/16,02:22:33.400,35.639290831,139.295982264,219.2048,1,11,0.0056,0.0057,0.0148,0.0016,0.0022,-0.0050,0.40,131.6
2020/01/16,02:22:33.600,35.639290884,139.295980321,219.1814,1,11,0.0062,0.0058,0.0165,0.0027,-0.0010,-0.0068,0.60,197.2
2020/01/16,02:22:33.800,35.639290878,139.295978369,219.2073,1,11,0.0063,0.0062,0.0192,0.0025,0.0042,-0.0068,0.80,320.1
2020/01/16,02:22:34.000,35.639291069,139.295976662,219.2393,1,12,0.0059,0.0058,0.0154,0.0035,-0.0032,-0.0044,1.00,20.5
2020/01/16,02:22:34.200,35.639291442,139.295974791,219.1658,1,12,0.0059,0.0056,0.0156,0.0035,-0.0032,-0.0044,1.20,68.4
2020/01/16,02:22:34.400,35.639291888,139.295973107,219.2148,1,12,0.0059,0.0057,0.0157,0.0039,-0.0032,-0.0044,1.40,376.0
2020/01/16,02:22:34.600,35.639292016,139.295971224,219.2273,1,14,0.0057,0.0059,0.0158,0.0038,-0.0032,-0.0046,1.60,9.7
2020/01/16,02:22:34.800,35.639292090,139.295969298,219.1761,1,11,0.0061,0.0069,0.0168,0.0050,-0.0065,-0.0054,1.80,11.6
2020/01/16,02:22:35.000,35.639292029,139.295967333,219.2322,1,11,0.0068,0.0071,0.0205,0.0047,-0.0058,-0.0040,2.00,999.9
2020/01/16,02:22:35.200,35.639292135,139.295965297,219.2171,1,14,0.0063,0.0059,0.0167,0.0032,-0.0016,0.0032,2.20,6.5
2020/01/16,02:22:35.400,35.639292425,139.295963291,219.1649,1,12,0.0063,0.0063,0.0178,0.0038,-0.0022,-0.0046,2.40,477.0
2020/01/16,02:22:35.600,35.639292642,139.295961365,219.2252,1,12,0.0062,0.0063,0.0181,0.0041,-0.0022,-0.0046,2.60,499.1
2020/01/16,02:22:35.800,35.639292776,139.295959497,219.2199,1,14,0.0068,0.0065,0.0187,0.0042,-0.0035,-0.0019,2.80,118.0
2020/01/16,02:22:36.000,35.639292814,139.295957535,219.1732,1,11,0.0077,0.0072,0.0234,0.0032,0.0050,-0.0057,3.00,999.9
2020/01/16,02:22:36.200,35.639292913,139.295955521,219.2191,1,11,0.0078,0.0072,0.0239,0.0032,0.0051,-0.0058,3.20,999.9
2020/01/16,02:22:36.400,35.639293158,139.295953603,219.1848,1,12,0.0066,0.0069,0.0184,0.0044,-0.0034,-0.0048,3.40,527.3
2020/01/16,02:22:36.600,35.639293787,139.295951572,219.1627,1,10,0.0098,0.0101,0.0350,-0.0050,0.0139,-0.0131,3.60,999.9
2020/01/16,02:22:36.800,35.639294143,139.295949748,219.2110,1,11,0.0082,0.0075,0.0228,0.0036,0.0032,-0.0057,3.80,999.9
2020/01/16,02:22:37.000,35.639294576,139.295947854,219.2080,1,11,0.0084,0.0076,0.0233,0.0037,0.0033,-0.0057,4.00,999.9
2020/01/16,02:22:37.200,35.639295011,139.295945882,219.1901,1,10,0.0102,0.0107,0.0368,-0.0051,0.0147,-0.0135,4.20,999.9
2020/01/16,02:22:37.400,35.639295506,139.295944012,219.2031,1,12,0.0099,0.0096,0.0298,-0.0033,0.0103,-0.0111,4.40,11.3
2020/01/16,02:22:37.600,35.639296090,139.295942341,219.1992,1,13,0.0073,0.0082,0.0230,0.0031,0.0072,-0.0055,4.60,6.6
2020/01/16,02:22:37.800,35.639297049,139.295940785,219.2086,1,12,0.0074,0.0090,0.0287,0.0040,0.0103,-0.0015,4.80,4.1
2020/01/16,02:22:38.000,35.639297825,139.295939052,219.2647,1,12,0.0075,0.0085,0.0239,0.0032,0.0076,-0.0054,5.00,51.5
2020/01/16,02:22:38.200,35.639298513,139.295937092,219.2259,1,12,0.0085,0.0089,0.0270,0.0042,0.0065,-0.0086,5.20,120.7
2020/01/16,02:22:38.400,35.639299007,139.295935226,219.2180,1,12,0.0087,0.0091,0.0276,0.0042,0.0067,-0.0087,5.40,174.2
2020/01/16,02:22:38.600,35.639299678,139.295933318,219.2582,1,12,0.0088,0.0090,0.0261,0.0040,0.0046,-0.0096,5.60,8.5
2020/01/16,02:22:38.800,35.639300512,139.295931538,219.1923,1,12,0.0091,0.0091,0.0266,0.0040,0.0047,-0.0097,5.80,61.6
2020/01/16,02:22:39.000,35.639301547,139.295929820,219.2052,1,12,0.0092,0.0093,0.0271,0.0042,0.0049,-0.0099,6.00,113.5
2020/01/16,02:22:39.200,35.639302204,139.295928117,219.2531,1,12,0.0099,0.0099,0.0262,0.0020,0.0049,-0.0082,6.20,5.9
2020/01/16,02:22:39.400,35.639303032,139.295926227,219.1862,1,15,0.0088,0.0092,0.0301,0.0063,0.0053,0.0036,6.40,4.5
2020/01/16,02:22:39.600,35.639303809,139.295924352,219.2004,1,15,0.0092,0.0094,0.0292,0.0050,0.0080,0.0054,6.60,5.3
2020/01/16,02:22:39.800,35.639304470,139.295922717,219.2303,1,16,0.0084,0.0090,0.0263,0.0063,-0.0046,0.0010,6.80,4.7
2020/01/16,02:22:40.000,35.639305496,139.295921061,219.1835,1,16,0.0095,0.0095,0.0299,0.0072,-0.0013,0.0049,7.00,48.9
2020/01/16,02:22:40.200,35.639306390,139.295919503,219.2341,1,16,0.0095,0.0096,0.0285,0.0071,-0.0044,0.0035,7.20,5.6
2020/01/16,02:22:40.400,35.639307054,139.295917768,219.2411,1,16,0.0092,0.0095,0.0270,0.0069,-0.0064,-0.0042,7.40,46.7
2020/01/16,02:22:40.600,35.639307657,139.295915879,219.2136,1,16,0.0099,0.0100,0.0316,0.0076,0.0003,0.0053,7.60,165.7
2020/01/16,02:22:40.800,35.639308276,139.295914138,219.2424,1,16,0.0093,0.0097,0.0274,0.0068,-0.0060,-0.0018,7.80,3.6
2020/01/16,02:22:41.000,35.639309118,139.295912613,219.2050,1,16,0.0102,0.0103,0.0306,0.0077,-0.0044,0.0040,8.00,41.0
2020/01/16,02:22:41.200,35.639310311,139.295911348,219.2093,1,16,0.0106,0.0107,0.0327,0.0073,0.0031,0.0073,8.20,100.7
2020/01/16,02:22:41.400,35.639311340,139.295910028,219.2449,1,16,0.0103,0.0107,0.0333,0.0079,0.0035,0.0073,8.40,117.4
2020/01/16,02:22:41.600,35.639312397,139.295908698,219.2399,1,16,0.0109,0.0111,0.0339,0.0076,0.0034,0.0076,8.60,194.3
2020/01/16,02:22:41.800,35.639313367,139.295907181,219.2093,1,16,0.0107,0.0111,0.0345,0.0082,0.0037,0.0076,8.80,3.4
2020/01/16,02:22:42.000,35.639314395,139.295905697,219.2385,1,15,0.0110,0.0116,0.0380,0.0080,0.0075,0.0058,9.00,40.7
2020/01/16,02:22:42.200,35.639315483,139.295904500,219.2253,1,15,0.0106,0.0114,0.0349,0.0075,0.0025,-0.0045,9.20,3.8
2020/01/16,02:22:42.400,35.639316961,139.295903565,219.1848,1,12,0.0117,0.0140,0.0458,0.0071,0.0153,-0.0042,9.40,4.3
2020/01/16,02:22:42.600,35.639318421,139.295902729,219.2183,1,14,0.0126,0.0147,0.0462,0.0060,0.0158,-0.0066,9.60,146.8
2020/01/16,02:22:42.800,35.639319907,139.295902025,219.1899,1,14,0.0118,0.0138,0.0387,0.0034,0.0136,-0.0069,9.80,4.5
2020/01/16,02:22:43.000,35.639321435,139.295901270,219.1657,1,12,0.0147,0.0156,0.0483,0.0029,0.0184,-0.0108,10.00,72.8
2020/01/16,02:22:43.200,35.639323064,139.295900666,219.1997,1,14,0.0126,0.0153,0.0458,0.0054,0.0179,0.0043,10.20,103.7
2020/01/16,02:22:43.400,35.639324501,139.295900280,219.1876,1,14,0.0124,0.0145,0.0406,0.0035,0.0143,-0.0071,10.40,106.7
2020/01/16,02:22:43.600,35.639326257,139.295900088,219.1801,1,14,0.0136,0.0160,0.0500,0.0065,0.0172,-0.0066,10.60,413.2
2020/01/16,02:22:43.800,35.639327969,139.295899764,219.1841,1,14,0.0128,0.0149,0.0418,0.0037,0.0148,-0.0072,10.80,161.8
2020/01/16,02:22:44.000,35.639329561,139.295899477,219.1692,1,14,0.0121,0.0152,0.0405,0.0037,0.0150,-0.0105,11.00,4.4
2020/01/16,02:22:44.200,35.639331215,139.295898931,219.1687,1,14,0.0132,0.0154,0.0431,0.0038,0.0153,-0.0073,11.20,272.0
2020/01/16,02:22:44.400,35.639332811,139.295898485,219.1842,1,14,0.0125,0.0156,0.0417,0.0038,0.0155,-0.0108,11.40,58.1
2020/01/16,02:22:44.600,35.639334512,139.295898345,219.1584,2,14,0.0135,0.0159,0.0445,0.0040,0.0158,-0.0075,11.60,2.9
2020/01/16,02:22:44.800,35.639336278,139.295898481,219.1863,1,14,0.0125,0.0140,0.0402,0.0072,0.0107,-0.0027,11.80,3.6
2020/01/16,02:22:45.000,35.639337970,139.295898171,219.2028,1,15,0.0134,0.0141,0.0409,0.0069,0.0099,0.0044,12.00,3.0
2020/01/16,02:22:45.200,35.639339574,139.295897873,219.1604,1,15,0.0126,0.0143,0.0389,0.0069,0.0099,-0.0070,12.20,4.6
2020/01/16,02:22:45.400,35.639341175,139.295897224,219.1854,1,14,0.0143,0.0168,0.0469,0.0042,0.0168,-0.0076,12.40,379.3
2020/01/16,02:22:45.600,35.639342660,139.295896956,219.2176,1,15,0.0130,0.0147,0.0400,0.0071,0.0102,-0.0072,12.60,6.4
2020/01/16,02:22:45.800,35.639344271,139.295896880,219.1791,1,15,0.0128,0.0138,0.0382,0.0082,0.0057,-0.0039,12.80,6.6
2020/01/16,02:22:46.000,35.639345941,139.295896968,219.1854,1,14,0.0135,0.0158,0.0474,0.0081,0.0148,0.0033,13.00,7.4
2020/01/16,02:22:46.200,35.639347405,139.295896488,219.2279,1,15,0.0132,0.0142,0.0392,0.0084,0.0060,-0.0039,13.20,9.0
2020/01/16,02:22:46.400,35.639348895,139.295895834,219.1974,1,15,0.0142,0.0152,0.0422,0.0098,-0.0059,-0.0091,13.40,10.7
2020/01/16,02:22:46.600,35.639350424,139.295894923,219.2039,1,15,0.0139,0.0149,0.0453,0.0092,0.0103,0.0072,13.60,11.6
2020/01/16,02:22:46.800,35.639351933,139.295894241,219.2012,1,15,0.0137,0.0147,0.0408,0.0087,0.0063,-0.0038,13.80,57.8
2020/01/16,02:22:47.000,35.639353617,139.295893650,219.1461,1,14,0.0144,0.0168,0.0505,0.0086,0.0159,0.0040,14.00,131.3
2020/01/16,02:22:47.200,35.639355213,139.295893286,219.1974,1,12,0.0158,0.0186,0.0563,0.0087,0.0162,-0.0113,14.20,184.2
2020/01/16,02:22:47.400,35.639356841,139.295892445,219.1844,1,14,0.0162,0.0196,0.0542,0.0067,0.0171,-0.0163,14.40,156.1
2020/01/16,02:22:47.600,35.639358503,139.295891602,219.1434,1,12,0.0178,0.0221,0.0579,-0.0070,0.0246,-0.0146,14.60,547.9
2020/01/16,02:22:47.800,35.639360102,139.295890763,219.1887,1,14,0.0166,0.0196,0.0547,0.0050,0.0198,-0.0083,14.80,599.6
2020/01/16,02:22:48.000,35.639361726,139.295890200,219.1523,2,15,0.0181,0.0199,0.0600,0.0046,0.0201,-0.0207,15.00,2.0
2020/01/16,02:22:48.200,35.639363365,139.295889918,219.1601,1,12,0.0159,0.0193,0.0562,0.0079,0.0197,-0.0055,15.20,231.8
