datetime,latitude,longitude
2020/01/16 11:21:02.628,  35.63774070, 139.30046330
2020/01/16 11:21:07.328,  35.63774070, 139.30046330
2020/01/16 11:21:12.430,  35.63774070, 139.30046330
2020/01/16 11:21:14.567,  35.63941520, 139.29605240
2020/01/16 11:21:15.550,  35.63941930, 139.29605270
2020/01/16 11:21:16.545,  35.63944110, 139.29602640
2020/01/16 11:21:17.507,  35.63944410, 139.29602280
2020/01/16 11:21:18.397,  35.63940610, 139.29602370
2020/01/16 11:21:19.374,  35.63943770, 139.29601560
2020/01/16 11:21:20.369,  35.63944350, 139.29601430
2020/01/16 11:21:21.364,  35.63944550, 139.29601360
2020/01/16 11:21:22.367,  35.63944560, 139.29601340
2020/01/16 11:21:22.599,  35.63944570, 139.29601330
2020/01/16 11:21:23.374,  35.63944520, 139.29601340
2020/01/16 11:21:24.380,  35.63944490, 139.29601340
2020/01/16 11:21:25.385,  35.63944460, 139.29601350
2020/01/16 11:21:26.377,  35.63944450, 139.29601350
2020/01/16 11:21:27.373,  35.63944450, 139.29601350
2020/01/16 11:21:27.654,  35.63944450, 139.29601350
2020/01/16 11:21:28.374,  35.63944450, 139.29601350
2020/01/16 11:21:29.414,  35.63944450, 139.29601350
2020/01/16 11:21:30.369,  35.63944450, 139.29601350
2020/01/16 11:21:31.379,  35.63944450, 139.29601350
2020/01/16 11:21:32.372,  35.63944450, 139.29601350
2020/01/16 11:21:32.737,  35.63944450, 139.29601350
2020/01/16 11:21:33.376,  35.63944450, 139.29601350
2020/01/16 11:21:34.372,  35.63944450, 139.29601350
2020/01/16 11:21:35.369,  35.63944450, 139.29601350
2020/01/16 11:21:36.383,  35.63944450, 139.29601350
2020/01/16 11:21:37.407,  35.63944450, 139.29601350
2020/01/16 11:21:37.831,  35.63944450, 139.29601350
2020/01/16 11:21:38.382,  35.63944450, 139.29601350
2020/01/16 11:21:39.362,  35.63944450, 139.29601350
2020/01/16 11:21:40.378,  35.63944450, 139.29601350
2020/01/16 11:21:41.368,  35.63944450, 139.29601350
2020/01/16 11:21:42.378,  35.63944450, 139.29601350
2020/01/16 11:21:42.944,  35.63944450, 139.29601350
2020/01/16 11:21:43.371,  35.63944450, 139.29601350
2020/01/16 11:21:44.374,  35.63944450, 139.29601350
2020/01/16 11:21:45.385,  35.63944450, 139.29601350
2020/01/16 11:21:46.362,  35.63944450, 139.29601350
2020/01/16 11:21:47.363,  35.63944450, 139.29601350
2020/01/16 11:21:48.015,  35.63944450, 139.29601350
2020/01/16 11:21:48.369,  35.63944450, 139.29601350
2020/01/16 11:21:49.378,  35.63944450, 139.29601350
2020/01/16 11:21:50.371,  35.63944450, 139.29601350
2020/01/16 11:21:51.374,  35.63944450, 139.29601350
2020/01/16 11:21:52.371,  35.63944450, 139.29601350
2020/01/16 11:21:53.103,  35.63944450, 139.29601350
2020/01/16 11:21:53.374,  35.63944450, 139.29601350
2020/01/16 11:21:54.381,  35.63944450, 139.29601350
2020/01/16 11:21:55.365,  35.63944450, 139.29601350
2020/01/16 11:21:56.366,  35.63944450, 139.29601350
