datetime,latitude,longitude
2020/01/16 11:05:16.074,  35.63940970, 139.29598170
2020/01/16 11:05:17.103,  35.63940970, 139.29598170
2020/01/16 11:05:18.061,  35.63940970, 139.29598170
2020/01/16 11:05:19.064,  35.63940770, 139.29598280
2020/01/16 11:05:19.813,  35.63940540, 139.29598400
2020/01/16 11:05:20.073,  35.63939860, 139.29598670
2020/01/16 11:05:21.063,  35.63939610, 139.29598790
2020/01/16 11:05:22.073,  35.63939550, 139.29598820
2020/01/16 11:05:23.095,  35.63939600, 139.29598800
2020/01/16 11:05:24.067,  35.63939640, 139.29598780
2020/01/16 11:05:24.976,  35.63939630, 139.29598790
2020/01/16 11:05:25.694,  35.63939770, 139.29598760
2020/01/16 11:05:26.071,  35.63939900, 139.29598740
2020/01/16 11:05:26.414,  35.63940040, 139.29598730
2020/01/16 11:05:27.074,  35.63940200, 139.29598740
2020/01/16 11:05:27.911,  35.63940330, 139.29598750
2020/01/16 11:05:28.348,  35.63940560, 139.29598790
2020/01/16 11:05:28.984,  35.63940680, 139.29598840
2020/01/16 11:05:29.489,  35.63940860, 139.29598940
2020/01/16 11:05:30.060,  35.63940950, 139.29599000
2020/01/16 11:05:30.498,  35.63941070, 139.29599090
2020/01/16 11:05:31.037,  35.63941130, 139.29599150
2020/01/16 11:05:31.486,  35.63941210, 139.29599230
2020/01/16 11:05:32.074,  35.63941240, 139.29599270
2020/01/16 11:05:33.068,  35.63941310, 139.29599350
2020/01/16 11:05:34.073,  35.63941370, 139.29599380
2020/01/16 11:05:35.067,  35.63941430, 139.29599420
2020/01/16 11:05:35.499,  35.63941500, 139.29599450
2020/01/16 11:05:36.074,  35.63941570, 139.29599480
2020/01/16 11:05:37.074,  35.63941610, 139.29599510
2020/01/16 11:05:38.057,  35.63941670, 139.29599520
2020/01/16 11:05:38.655,  35.63941720, 139.29599550
2020/01/16 11:05:39.076,  35.63941740, 139.29599580
2020/01/16 11:05:40.103,  35.63941760, 139.29599600
2020/01/16 11:05:40.593,  35.63941810, 139.29599630
2020/01/16 11:05:41.062,  35.63941840, 139.29599670
2020/01/16 11:05:42.081,  35.63941860, 139.29599700
2020/01/16 11:05:43.073,  35.63941880, 139.29599710
2020/01/16 11:05:44.066,  35.63941910, 139.29599720
2020/01/16 11:05:45.002,  35.63941930, 139.29599730
2020/01/16 11:05:45.596,  35.63941980, 139.29599750
2020/01/16 11:05:47.069,  35.63942040, 139.29599780
2020/01/16 11:05:48.076,  35.63942040, 139.29599780
2020/01/16 11:05:49.055,  35.63942030, 139.29599800
2020/01/16 11:05:50.074,  35.63942020, 139.29599830
2020/01/16 11:05:50.794,  35.63942010, 139.29599840
2020/01/16 11:05:52.072,  35.63941980, 139.29599870
2020/01/16 11:05:53.083,  35.63941960, 139.29599870
2020/01/16 11:05:54.078,  35.63941950, 139.29599870
2020/01/16 11:05:55.062,  35.63941940, 139.29599870
2020/01/16 11:05:55.904,  35.63941940, 139.29599850
2020/01/16 11:05:57.055,  35.63941930, 139.29599830
2020/01/16 11:05:58.085,  35.63941920, 139.29599840
2020/01/16 11:05:59.107,  35.63941900, 139.29599850
2020/01/16 11:06:00.067,  35.63941880, 139.29599860
2020/01/16 11:06:01.008,  35.63941790, 139.29599820
