date,time,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2019/11/06,02:02:17.397,35.639397590,139.296201609,218.6878,2,6,0.5038,0.4310,1.2265,0.2637,-0.4223,-0.6339,0.19,1.4
2019/11/06,02:02:17.597,35.639398579,139.296201776,218.6494,2,6,0.4607,0.3902,1.1198,0.2435,-0.3903,-0.5860,0.19,3.9
2019/11/06,02:02:17.797,35.639399387,139.296203473,218.8980,2,7,0.4247,0.3573,1.0371,0.2234,-0.3640,-0.5468,0.19,1.1
2019/11/06,02:02:17.997,35.639399292,139.296203796,218.9521,2,5,0.3975,0.3627,1.0084,0.2181,-0.3899,-0.5199,0.19,0.0
2019/11/06,02:02:18.197,35.639399878,139.296205189,218.8048,2,5,0.3748,0.3582,0.9740,0.2106,-0.3949,-0.4952,0.19,0.0
2019/11/06,02:02:18.397,35.639399803,139.296205015,218.9002,2,5,0.3557,0.3545,0.9452,0.2046,-0.3988,-0.4745,0.19,0.0
2019/11/06,02:02:18.597,35.639398664,139.296205956,219.1122,2,6,0.3381,0.3209,0.8823,0.1892,-0.3521,-0.4486,0.19,1.7
2019/11/06,02:02:18.797,35.639397555,139.296207063,219.2713,1,6,0.0938,0.0281,0.6914,-0.0486,0.1339,-0.2538,0.19,5.2
2019/11/06,02:02:18.997,35.639397681,139.296207130,219.2692,1,6,0.0902,0.0267,0.6631,-0.0466,0.1278,-0.2438,0.19,3.4
2019/11/06,02:02:19.197,35.639397842,139.296206263,219.3375,2,6,0.3046,0.2738,0.7818,0.1637,-0.2936,-0.4046,0.19,1.5
2019/11/06,02:02:19.397,35.639398956,139.296205934,219.1658,2,6,0.2951,0.2622,0.7597,0.1578,-0.2801,-0.3940,0.39,1.7
2019/11/06,02:02:19.597,35.639399011,139.296206106,219.2139,2,6,0.2851,0.2520,0.7326,0.1523,-0.2681,-0.3804,0.39,3.0
2019/11/06,02:02:19.797,35.639399735,139.296206759,219.1177,1,6,0.0115,0.0097,0.0288,0.0066,-0.0088,-0.0147,0.19,7.2
2019/11/06,02:02:19.997,35.639399824,139.296206706,219.0468,1,5,0.0649,0.2415,0.4161,0.1243,-0.3166,-0.1633,0.19,40.1
2019/11/06,02:02:20.197,35.639399931,139.296206842,219.0114,1,5,0.0648,0.2413,0.4158,0.1242,-0.3163,-0.1632,0.19,10.2
2019/11/06,02:02:20.397,35.639416260,139.296283277,207.4125,2,5,1.3511,4.9981,8.5719,2.5777,-6.5369,-3.3848,0.19,1.2
2019/11/06,02:02:20.597,35.639415980,139.296280176,207.7024,1,5,0.0187,0.0689,0.1335,0.0326,-0.0948,-0.0467,0.19,6.3
2019/11/06,02:02:20.797,35.639417658,139.296286602,206.6707,2,5,0.8041,2.9450,5.1108,1.5066,-3.8666,-1.9987,0.39,1.3
2019/11/06,02:02:20.997,35.639419216,139.296292402,205.6608,2,5,0.7042,2.5692,4.4813,1.3096,-3.3789,-1.7450,0.39,2.6
2019/11/06,02:02:21.197,35.639419152,139.296291833,205.6976,2,5,0.6361,2.3132,4.0534,1.1752,-3.0470,-1.5721,0.19,2.1
2019/11/06,02:02:21.397,35.639419514,139.296295093,205.2335,2,5,0.5858,2.1246,3.7385,1.0761,-2.8026,-1.4446,0.19,2.7
2019/11/06,02:02:21.597,35.639420298,139.296298796,204.6278,2,5,0.5467,1.9781,3.4943,0.9991,-2.6130,-1.3456,0.39,1.5
2019/11/06,02:02:21.797,35.639420579,139.296301157,204.2940,2,5,0.5152,1.8602,3.2977,0.9370,-2.4603,-1.2658,0.39,1.0
2019/11/06,02:02:21.997,35.639420910,139.296303210,203.9805,2,5,0.4890,1.7626,3.1349,0.8856,-2.3339,-1.1997,0.19,1.3
2019/11/06,02:02:22.197,35.639420634,139.296302613,204.0796,2,5,0.4668,1.6800,2.9971,0.8422,-2.2270,-1.1437,0.19,1.0
2019/11/06,02:02:22.397,35.639420129,139.296300967,204.3567,2,5,0.4476,1.6089,2.8784,0.8048,-2.1351,-1.0955,0.19,1.3
2019/11/06,02:02:22.597,35.639419886,139.296300439,204.4297,2,5,0.4308,1.5469,2.7748,0.7722,-2.0548,-1.0534,0.19,1.3
2019/11/06,02:02:22.797,35.639419567,139.296299281,204.6020,2,5,0.4159,1.4921,2.6831,0.7434,-1.9839,-1.0162,0.19,1.1
2019/11/06,02:02:22.997,35.639419396,139.296298991,204.6504,2,5,0.4027,1.4433,2.6013,0.7178,-1.9206,-0.9829,0.19,1.6
2019/11/06,02:02:23.197,35.639419191,139.296298581,204.7171,2,5,0.3907,1.3994,2.5277,0.6947,-1.8637,-0.9531,0.39,2.4
2019/11/06,02:02:23.397,35.639418989,139.296297773,204.8301,2,5,0.3798,1.3596,2.4608,0.6739,-1.8122,-0.9260,0.19,2.5
2019/11/06,02:02:23.597,35.639418885,139.296297637,204.8402,2,5,0.3699,1.3234,2.3998,0.6549,-1.7652,-0.9013,0.39,2.5
2019/11/06,02:02:23.797,35.639418693,139.296296919,204.9321,2,5,0.3607,1.2902,2.3437,0.6375,-1.7220,-0.8786,0.19,2.1
2019/11/06,02:02:23.997,35.639418546,139.296296679,204.9638,2,5,0.3523,1.2595,2.2920,0.6215,-1.6823,-0.8577,0.39,1.7
2019/11/06,02:02:24.197,35.639418279,139.296295715,205.1077,2,5,0.3445,1.2312,2.2441,0.6067,-1.6455,-0.8384,0.39,1.2
2019/11/06,02:02:24.397,35.639418041,139.296295221,205.1897,2,5,0.3372,1.2049,2.1994,0.5929,-1.6112,-0.8204,0.19,1.6
2019/11/06,02:02:24.597,35.639417824,139.296294887,205.2741,2,5,0.3304,1.1803,2.1577,0.5801,-1.5793,-0.8036,0.19,2.4
2019/11/06,02:02:24.797,35.639417164,139.296291279,205.7163,1,5,0.0187,0.0692,0.1340,0.0327,-0.0952,-0.0468,0.19,3.4
2019/11/06,02:02:24.997,35.639416827,139.296290897,205.8259,1,5,0.0187,0.0692,0.1340,0.0327,-0.0952,-0.0468,0.19,3.5
2019/11/06,02:02:25.797,35.639395890,139.296198929,220.2013,2,4,0.2803,0.8411,1.4708,0.4406,-1.0887,-0.5995,0.19,1.1
2019/11/06,02:02:26.197,35.639406190,139.296247589,212.6988,2,5,1.5333,5.7251,9.8118,2.9551,-7.4916,-3.8712,0.19,1.4
2019/11/06,02:02:26.397,35.639395659,139.296199877,220.1357,2,6,0.2253,0.5917,1.0670,0.3118,-0.7645,-0.4415,0.19,1.1
2019/11/06,02:02:26.600,35.639395549,139.296199588,220.2025,2,6,0.2048,0.4850,0.8954,0.2577,-0.6240,-0.3770,0.19,1.1
2019/11/06,02:02:26.800,35.639395494,139.296199428,220.2495,2,6,0.1931,0.4211,0.7942,0.2254,-0.5398,-0.3397,0.39,1.0
2019/11/06,02:02:27.000,35.639395463,139.296198856,220.2882,2,4,0.1854,0.3781,0.7258,0.2040,-0.4823,-0.3148,0.39,1.7
2019/11/06,02:02:27.200,35.639395271,139.296198290,220.3527,2,4,0.1797,0.3463,0.6756,0.1882,-0.4397,-0.2967,0.19,1.5
2019/11/06,02:02:27.400,35.639394808,139.296197635,220.5432,2,6,0.1674,0.2985,0.5893,0.1580,-0.3695,-0.2593,0.19,1.2
2019/11/06,02:02:27.600,35.639394530,139.296197043,220.6487,2,6,0.1594,0.2673,0.5332,0.1380,-0.3231,-0.2349,0.19,1.3
2019/11/06,02:02:27.800,35.639394303,139.296196738,220.7267,2,6,0.1534,0.2447,0.4927,0.1236,-0.2891,-0.2172,0.19,1.3
2019/11/06,02:02:28.000,35.639393961,139.296196333,220.7750,2,6,0.1488,0.2274,0.4617,0.1125,-0.2628,-0.2036,0.39,1.5
2019/11/06,02:02:28.200,35.639393892,139.296196161,220.7486,2,10,0.1420,0.2138,0.4378,0.0982,-0.2431,-0.1887,0.59,1.9
2019/11/06,02:02:28.400,35.639393764,139.296196042,220.7262,2,10,0.1366,0.2028,0.4183,0.0863,-0.2271,-0.1766,0.79,2.5
2019/11/06,02:02:28.600,35.639393770,139.296196166,220.7208,2,10,0.1322,0.1938,0.4022,0.0761,-0.2139,-0.1663,0.99,1.7
2019/11/06,02:02:28.800,35.639393682,139.296196234,220.7166,2,10,0.1285,0.1860,0.3882,0.0670,-0.2027,-0.1576,0.59,1.8
2019/11/06,02:02:29.000,35.639393592,139.296196370,220.7276,2,9,0.1272,0.1852,0.3868,0.0666,-0.2036,-0.1562,0.19,1.2
2019/11/06,02:02:29.200,35.639393622,139.296196730,220.7201,2,9,0.1258,0.1837,0.3839,0.0657,-0.2031,-0.1545,0.19,1.2
2019/11/06,02:02:29.400,35.639393778,139.296197534,220.6907,2,10,0.1227,0.1766,0.3708,0.0573,-0.1925,-0.1468,0.19,1.9
2019/11/06,02:02:29.600,35.639393908,139.296198162,220.6878,2,10,0.1199,0.1711,0.3602,0.0498,-0.1844,-0.1406,0.19,2.2
2019/11/06,02:02:29.800,35.639393931,139.296198517,220.6781,2,10,0.1174,0.1661,0.3507,0.0427,-0.1773,-0.1350,0.19,2.4
2019/11/06,02:02:30.000,35.639393853,139.296198573,220.6892,2,11,0.1151,0.1589,0.3391,0.0364,-0.1670,-0.1304,0.39,2.5
2019/11/06,02:02:30.200,35.639393809,139.296198549,220.6893,2,11,0.1130,0.1525,0.3290,0.0306,-0.1580,-0.1264,0.59,2.5
2019/11/06,02:02:30.400,35.639393905,139.296198476,220.6830,2,11,0.1110,0.1470,0.3199,0.0249,-0.1501,-0.1228,0.19,2.6
2019/11/06,02:02:30.600,35.639393912,139.296198228,220.6785,2,11,0.1092,0.1421,0.3118,0.0190,-0.1431,-0.1196,0.19,2.7
2019/11/06,02:02:30.800,35.639393907,139.296197753,220.6816,2,11,0.1074,0.1377,0.3044,0.0119,-0.1368,-0.1167,0.39,2.9
2019/11/06,02:02:31.000,35.639393842,139.296208338,219.1941,1,11,0.0064,0.0059,0.0159,-0.0034,-0.0026,-0.0062,0.59,3.1
2019/11/06,02:02:31.200,35.639393817,139.296208433,219.1944,1,11,0.0064,0.0059,0.0159,-0.0032,-0.0024,-0.0062,0.39,3.2
2019/11/06,02:02:31.400,35.639393763,139.296208537,219.1925,1,11,0.0064,0.0060,0.0159,-0.0033,-0.0025,-0.0063,0.59,3.3
2019/11/06,02:02:31.600,35.639393702,139.296208684,219.2034,1,11,0.0064,0.0059,0.0159,-0.0033,-0.0024,-0.0061,0.39,3.3
2019/11/06,02:02:31.800,35.639393716,139.296208855,219.1946,1,11,0.0064,0.0060,0.0158,-0.0031,-0.0024,-0.0061,0.19,3.3
2019/11/06,02:02:32.000,35.639393745,139.296209228,219.1984,1,11,0.0064,0.0060,0.0158,-0.0032,-0.0024,-0.0062,0.39,3.3
2019/11/06,02:02:32.200,35.639393572,139.296199019,220.6843,2,11,0.0976,0.1156,0.2661,-0.0258,-0.1060,-0.1019,0.19,1.8
2019/11/06,02:02:32.400,35.639393631,139.296199089,220.6940,2,11,0.0965,0.1133,0.2620,-0.0269,-0.1028,-0.1001,0.39,1.7
2019/11/06,02:02:32.600,35.639393605,139.296199100,220.7087,2,11,0.0955,0.1111,0.2582,-0.0277,-0.0999,-0.0984,0.39,1.8
2019/11/06,02:02:32.800,35.639393424,139.296198986,220.7039,2,11,0.0944,0.1091,0.2545,-0.0285,-0.0971,-0.0969,0.59,1.9
2019/11/06,02:02:33.000,35.639393349,139.296199169,220.7096,2,11,0.0934,0.1071,0.2510,-0.0291,-0.0945,-0.0954,0.19,1.9
2019/11/06,02:02:33.200,35.639393403,139.296199194,220.7065,2,11,0.0925,0.1053,0.2477,-0.0296,-0.0920,-0.0939,0.39,1.9
2019/11/06,02:02:33.400,35.639393468,139.296199144,220.7174,2,12,0.0915,0.1033,0.2446,-0.0297,-0.0897,-0.0926,0.19,2.1
2019/11/06,02:02:33.600,35.639393463,139.296199054,220.7153,2,12,0.0905,0.1015,0.2414,-0.0297,-0.0875,-0.0915,0.19,2.4
2019/11/06,02:02:33.800,35.639393575,139.296199177,220.7173,2,12,0.0895,0.0997,0.2384,-0.0298,-0.0854,-0.0904,0.19,2.7
2019/11/06,02:02:34.000,35.639393683,139.296199298,220.7134,2,12,0.0885,0.0980,0.2355,-0.0298,-0.0834,-0.0894,0.39,3.0
2019/11/06,02:02:34.200,35.639394000,139.296209696,219.1874,1,12,0.0060,0.0053,0.0158,-0.0028,-0.0030,-0.0061,0.59,3.2
2019/11/06,02:02:34.400,35.639394041,139.296209835,219.1898,1,12,0.0059,0.0052,0.0159,-0.0030,-0.0030,-0.0061,0.59,3.3
2019/11/06,02:02:34.600,35.639394110,139.296209968,219.1841,1,12,0.0060,0.0054,0.0157,-0.0027,-0.0028,-0.0061,0.19,3.3
2019/11/06,02:02:34.800,35.639394136,139.296210049,219.1943,1,12,0.0060,0.0054,0.0158,-0.0027,-0.0029,-0.0062,0.19,3.3
2019/11/06,02:02:35.000,35.639394117,139.296210129,219.1897,1,12,0.0060,0.0056,0.0158,-0.0024,-0.0029,-0.0060,0.19,3.3
2019/11/06,02:02:35.200,35.639394133,139.296210176,219.1902,1,12,0.0058,0.0054,0.0157,-0.0026,-0.0030,-0.0061,0.19,3.3
2019/11/06,02:02:35.400,35.639394105,139.296210210,219.1936,1,12,0.0062,0.0055,0.0157,-0.0026,-0.0029,-0.0061,0.19,3.3
2019/11/06,02:02:35.600,35.639394117,139.296210218,219.1866,1,12,0.0061,0.0054,0.0158,-0.0026,-0.0028,-0.0061,0.19,3.3
2019/11/06,02:02:35.800,35.639394112,139.296210214,219.1943,1,12,0.0062,0.0055,0.0157,-0.0024,-0.0028,-0.0061,0.19,3.3
2019/11/06,02:02:36.000,35.639394116,139.296210245,219.1900,1,12,0.0061,0.0056,0.0157,-0.0023,-0.0030,-0.0060,0.19,3.3
2019/11/06,02:02:36.200,35.639394119,139.296210233,219.1867,1,12,0.0061,0.0056,0.0158,-0.0025,-0.0029,-0.0060,0.19,24.2
2019/11/06,02:02:36.400,35.639394144,139.296210245,219.1858,1,12,0.0060,0.0054,0.0157,-0.0026,-0.0029,-0.0061,0.19,33.3
2019/11/06,02:02:36.600,35.639394118,139.296210241,219.1851,1,12,0.0060,0.0055,0.0157,-0.0027,-0.0028,-0.0061,0.19,42.0
2019/11/06,02:02:36.800,35.639394113,139.296210241,219.1910,1,12,0.0060,0.0055,0.0157,-0.0026,-0.0030,-0.0061,0.19,51.3
2019/11/06,02:02:37.000,35.639394120,139.296210253,219.1922,1,12,0.0060,0.0054,0.0158,-0.0027,-0.0029,-0.0060,0.39,61.1
2019/11/06,02:02:37.200,35.639394151,139.296210222,219.1818,1,12,0.0059,0.0054,0.0158,-0.0029,-0.0029,-0.0061,0.39,70.5
2019/11/06,02:02:37.400,35.639394114,139.296210160,219.1944,1,13,0.0073,0.0073,0.0198,0.0038,-0.0086,-0.0101,0.19,3.4
2019/11/06,02:02:37.600,35.639394150,139.296210182,219.1910,1,13,0.0074,0.0074,0.0198,0.0039,-0.0085,-0.0102,0.19,15.1
2019/11/06,02:02:37.800,35.639394125,139.296210178,219.1924,1,13,0.0073,0.0075,0.0197,0.0039,-0.0086,-0.0103,0.19,5.8
2019/11/06,02:02:38.000,35.639394168,139.296210057,219.1885,1,13,0.0072,0.0075,0.0197,0.0041,-0.0085,-0.0103,0.19,19.6
2019/11/06,02:02:38.200,35.639394355,139.296209991,219.1891,1,10,0.0074,0.0075,0.0207,0.0041,-0.0086,-0.0098,0.19,55.1
2019/11/06,02:02:38.400,35.639394471,139.296209940,219.1830,1,10,0.0067,0.0057,0.0157,-0.0013,-0.0027,-0.0063,0.19,7.1
2019/11/06,02:02:38.600,35.639394570,139.296209857,219.1953,1,10,0.0072,0.0056,0.0164,-0.0014,-0.0024,-0.0053,0.39,55.6
2019/11/06,02:02:38.800,35.639394507,139.296209868,219.1959,1,10,0.0071,0.0056,0.0163,-0.0008,-0.0024,-0.0053,0.39,105.5
2019/11/06,02:02:39.000,35.639394471,139.296209814,219.2063,1,9,0.0083,0.0075,0.0211,0.0045,-0.0086,-0.0093,0.19,734.2
2019/11/06,02:02:39.200,35.639394410,139.296209734,219.2026,1,9,0.0084,0.0075,0.0211,0.0045,-0.0085,-0.0093,0.19,806.0
2019/11/06,02:02:39.400,35.639394258,139.296209624,219.2016,1,10,0.0082,0.0138,0.0290,0.0062,-0.0178,-0.0116,0.19,8.3
2019/11/06,02:02:39.600,35.639394251,139.296209586,219.1958,1,10,0.0082,0.0138,0.0290,0.0063,-0.0178,-0.0116,0.19,72.8
2019/11/06,02:02:39.800,35.639394261,139.296209568,219.1967,1,10,0.0082,0.0138,0.0290,0.0062,-0.0177,-0.0116,0.19,142.4
2019/11/06,02:02:40.000,35.639394222,139.296209583,219.1971,1,10,0.0081,0.0139,0.0287,0.0062,-0.0177,-0.0119,0.39,39.4
2019/11/06,02:02:40.200,35.639394223,139.296209607,219.1956,1,10,0.0081,0.0138,0.0288,0.0062,-0.0177,-0.0119,0.39,137.5
2019/11/06,02:02:40.400,35.639394157,139.296209593,219.1968,1,10,0.0081,0.0138,0.0287,0.0062,-0.0177,-0.0118,0.19,241.0
2019/11/06,02:02:40.600,35.639394155,139.296209549,219.2078,1,11,0.0078,0.0138,0.0285,0.0063,-0.0177,-0.0121,0.19,15.6
2019/11/06,02:02:40.800,35.639394124,139.296209573,219.2105,1,11,0.0079,0.0138,0.0286,0.0064,-0.0177,-0.0120,0.39,76.5
2019/11/06,02:02:41.000,35.639394056,139.296209647,219.2175,1,11,0.0079,0.0139,0.0286,0.0064,-0.0177,-0.0121,0.39,125.3
2019/11/06,02:02:41.200,35.639394003,139.296209678,219.2239,1,11,0.0078,0.0138,0.0287,0.0063,-0.0177,-0.0121,0.59,174.2
2019/11/06,02:02:41.400,35.639393960,139.296209837,219.2167,1,11,0.0078,0.0138,0.0285,0.0062,-0.0177,-0.0121,0.19,218.7
2019/11/06,02:02:41.600,35.639393922,139.296209830,219.2261,1,11,0.0080,0.0138,0.0286,0.0063,-0.0177,-0.0120,0.19,259.3
2019/11/06,02:02:41.800,35.639393967,139.296209714,219.2145,1,11,0.0079,0.0138,0.0285,0.0062,-0.0177,-0.0121,0.19,304.2
2019/11/06,02:02:42.000,35.639393910,139.296209357,219.2206,1,11,0.0078,0.0138,0.0285,0.0062,-0.0177,-0.0121,0.19,349.1
2019/11/06,02:02:42.200,35.639393850,139.296208900,219.2098,1,10,0.0079,0.0137,0.0281,0.0065,-0.0174,-0.0122,0.39,27.5
2019/11/06,02:02:42.400,35.639393726,139.296208395,219.2175,1,11,0.0077,0.0076,0.0198,0.0044,-0.0086,-0.0104,0.39,7.1
2019/11/06,02:02:42.600,35.639393619,139.296208292,219.2185,1,11,0.0077,0.0075,0.0198,0.0043,-0.0086,-0.0104,0.19,70.4
2019/11/06,02:02:42.800,35.639393032,139.296208870,219.1793,1,8,0.0079,0.0150,0.0323,0.0062,-0.0200,-0.0120,0.19,286.5
2019/11/06,02:02:43.000,35.639392352,139.296209709,219.1898,1,9,0.0078,0.0076,0.0207,0.0044,-0.0086,-0.0099,0.19,140.9
2019/11/06,02:02:43.200,35.639391514,139.296210749,219.1672,1,9,0.0077,0.0075,0.0207,0.0043,-0.0086,-0.0099,0.19,207.0
2019/11/06,02:02:43.400,35.639391003,139.296210516,219.1923,1,9,0.0083,0.0076,0.0211,0.0045,-0.0085,-0.0093,0.19,308.4
2019/11/06,02:02:43.600,35.639390423,139.296209875,219.2034,1,11,0.0079,0.0075,0.0199,0.0045,-0.0086,-0.0102,0.39,382.6
2019/11/06,02:02:43.800,35.639389839,139.296208685,219.2085,1,9,0.0081,0.0076,0.0210,0.0044,-0.0087,-0.0097,0.59,468.0
2019/11/06,02:02:44.000,35.639389263,139.296207162,219.2011,1,10,0.0076,0.0076,0.0209,0.0042,-0.0087,-0.0099,0.79,16.9
2019/11/06,02:02:44.200,35.639388559,139.296206445,219.2021,1,12,0.0074,0.0075,0.0198,0.0041,-0.0085,-0.0101,0.39,138.0
2019/11/06,02:02:44.400,35.639387806,139.296206365,219.1971,1,13,0.0074,0.0074,0.0198,0.0040,-0.0085,-0.0100,0.19,20.3
2019/11/06,02:02:44.600,35.639387063,139.296206829,219.1912,1,12,0.0077,0.0138,0.0286,0.0061,-0.0176,-0.0117,0.39,88.6
2019/11/06,02:02:44.800,35.639386189,139.296207570,219.2086,1,13,0.0074,0.0075,0.0199,0.0040,-0.0085,-0.0101,0.59,148.4
2019/11/06,02:02:45.000,35.639385552,139.296207671,219.2143,1,13,0.0074,0.0074,0.0200,0.0038,-0.0085,-0.0101,0.59,206.6
2019/11/06,02:02:45.200,35.639385233,139.296207541,219.2152,1,13,0.0073,0.0075,0.0197,0.0041,-0.0085,-0.0102,0.19,215.4
2019/11/06,02:02:45.400,35.639385095,139.296207173,219.2183,1,13,0.0065,0.0074,0.0185,0.0037,-0.0082,-0.0091,0.19,26.6
2019/11/06,02:02:45.600,35.639384886,139.296207074,219.2224,1,13,0.0065,0.0073,0.0186,0.0035,-0.0082,-0.0091,0.39,76.5
2019/11/06,02:02:45.800,35.639384762,139.296207139,219.2204,1,13,0.0066,0.0074,0.0187,0.0037,-0.0082,-0.0091,0.59,119.6
2019/11/06,02:02:46.000,35.639384979,139.296207790,219.2181,1,13,0.0064,0.0074,0.0188,0.0038,-0.0082,-0.0092,0.79,152.5
2019/11/06,02:02:46.200,35.639384834,139.296207812,219.2141,1,13,0.0065,0.0073,0.0186,0.0037,-0.0081,-0.0090,0.19,176.1
2019/11/06,02:02:46.400,35.639384682,139.296207759,219.2077,1,12,0.0066,0.0075,0.0187,0.0036,-0.0081,-0.0090,0.39,242.5
2019/11/06,02:02:46.600,35.639384726,139.296207866,219.1978,1,12,0.0066,0.0074,0.0188,0.0037,-0.0081,-0.0090,0.59,273.6
2019/11/06,02:02:46.800,35.639384769,139.296207991,219.2037,1,12,0.0066,0.0075,0.0189,0.0039,-0.0081,-0.0091,0.79,298.5
2019/11/06,02:02:47.000,35.639384701,139.296208175,219.1867,1,10,0.0066,0.0075,0.0201,0.0037,-0.0084,-0.0088,0.99,322.2
2019/11/06,02:02:47.200,35.639384546,139.296207974,219.1964,1,12,0.0067,0.0071,0.0197,0.0039,-0.0078,-0.0093,1.19,6.0
2019/11/06,02:02:47.400,35.639384313,139.296207784,219.1950,1,12,0.0068,0.0073,0.0199,0.0040,-0.0078,-0.0093,1.39,30.1
2019/11/06,02:02:47.600,35.639384285,139.296207505,219.2052,1,13,0.0067,0.0073,0.0200,0.0040,-0.0079,-0.0095,1.59,7.8
2019/11/06,02:02:47.800,35.639384173,139.296207199,219.2071,1,13,0.0069,0.0074,0.0202,0.0041,-0.0081,-0.0096,1.79,31.6
2019/11/06,02:02:48.000,35.639384174,139.296206919,219.2057,1,13,0.0070,0.0075,0.0206,0.0041,-0.0081,-0.0098,1.99,53.8
2019/11/06,02:02:48.200,35.639384140,139.296206852,219.2122,1,15,0.0072,0.0077,0.0202,0.0043,-0.0081,-0.0100,2.19,5.6
2019/11/06,02:02:48.400,35.639384149,139.296206848,219.2082,1,15,0.0074,0.0077,0.0205,0.0045,-0.0082,-0.0100,2.39,31.0
2019/11/06,02:02:48.600,35.639384138,139.296206842,219.2073,1,13,0.0075,0.0083,0.0213,0.0039,-0.0089,-0.0100,2.59,56.0
2019/11/06,02:02:48.800,35.639384149,139.296206871,219.2039,1,15,0.0075,0.0080,0.0212,0.0045,-0.0084,-0.0105,2.79,78.6
2019/11/06,02:02:49.000,35.639384164,139.296206841,219.2075,1,15,0.0076,0.0082,0.0216,0.0045,-0.0085,-0.0106,2.99,100.4
2019/11/06,02:02:49.200,35.639384188,139.296206878,219.2037,1,15,0.0078,0.0083,0.0220,0.0046,-0.0086,-0.0108,3.19,121.7
2019/11/06,02:02:49.400,35.639384205,139.296206905,219.2047,1,15,0.0076,0.0081,0.0216,0.0043,-0.0085,-0.0107,2.99,141.0
2019/11/06,02:02:49.600,35.639384181,139.296206998,219.2129,1,15,0.0068,0.0071,0.0183,0.0041,-0.0075,-0.0091,0.19,159.8
2019/11/06,02:02:49.800,35.639384188,139.296207028,219.2070,1,15,0.0067,0.0069,0.0178,0.0041,-0.0075,-0.0093,0.39,8.7
