date,time,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2019/12/04,10:57:23.000,35.639383846,139.296210954,219.1059,1,12,0.0070,0.0063,0.0318,-0.0047,0.0105,-0.0122,0.19,3.1
2019/12/04,10:57:23.200,35.639383928,139.296210970,219.0992,1,12,0.0071,0.0064,0.0318,-0.0047,0.0105,-0.0122,0.19,3.1
2019/12/04,10:57:23.400,35.639385791,139.296212165,215.0217,2,13,0.1407,0.1273,0.6127,-0.0874,0.1789,-0.2287,0.19,2.6
2019/12/04,10:57:23.600,35.639385691,139.296212291,215.0584,2,13,0.1361,0.1231,0.5923,-0.0837,0.1710,-0.2198,0.19,3.0
2019/12/04,10:57:23.800,35.639385655,139.296212424,215.0828,2,13,0.1320,0.1194,0.5739,-0.0805,0.1641,-0.2119,0.19,3.0
2019/12/04,10:57:24.000,35.639385574,139.296212530,215.1162,2,13,0.1282,0.1160,0.5572,-0.0776,0.1580,-0.2048,0.40,2.9
2019/12/04,10:57:24.200,35.639385432,139.296212524,215.1368,2,13,0.1248,0.1128,0.5419,-0.0750,0.1524,-0.1984,0.40,2.9
2019/12/04,10:57:24.400,35.639385041,139.296212546,215.1467,2,13,0.1216,0.1099,0.5278,-0.0726,0.1473,-0.1925,0.19,3.0
2019/12/04,10:57:24.600,35.639383288,139.296210773,219.1003,1,13,0.0053,0.0049,0.0236,-0.0029,0.0056,-0.0075,0.19,4.1
2019/12/04,10:57:24.800,35.639383148,139.296211053,219.1214,1,13,0.0050,0.0053,0.0235,-0.0030,0.0055,-0.0076,0.19,4.4
2019/12/04,10:57:25.000,35.639384637,139.296213080,215.1860,2,13,0.1121,0.1020,0.4896,-0.0657,0.1332,-0.1756,0.19,1.7
2019/12/04,10:57:25.200,35.639384126,139.296212846,215.2042,2,13,0.1092,0.0992,0.4760,-0.0632,0.1274,-0.1701,0.19,1.9
2019/12/04,10:57:25.400,35.639382994,139.296212455,215.1831,2,14,0.1067,0.0963,0.4636,-0.0609,0.1222,-0.1653,0.19,1.9
2019/12/04,10:57:25.600,35.639381066,139.296211647,215.2408,2,14,0.1044,0.0937,0.4522,-0.0587,0.1175,-0.1608,0.19,2.5
2019/12/04,10:57:25.800,35.639379147,139.296211572,215.2997,2,14,0.1017,0.0913,0.4413,-0.0565,0.1130,-0.1563,0.19,2.8
2019/12/04,10:57:26.000,35.639375715,139.296209041,219.1057,1,14,0.0048,0.0043,0.0213,-0.0024,0.0042,-0.0072,0.40,3.5
2019/12/04,10:57:26.200,35.639373634,139.296209435,219.1173,1,13,0.0053,0.0043,0.0241,-0.0026,0.0060,-0.0084,0.40,3.8
2019/12/04,10:57:26.400,35.639371807,139.296208976,219.1560,1,14,0.0048,0.0047,0.0213,-0.0021,0.0043,-0.0071,0.19,5.3
2019/12/04,10:57:26.600,35.639369571,139.296208528,219.1154,1,14,0.0047,0.0040,0.0213,-0.0025,0.0041,-0.0070,0.19,5.6
2019/12/04,10:57:26.800,35.639367379,139.296207779,219.1091,1,12,0.0052,0.0044,0.0214,-0.0016,0.0035,-0.0065,0.19,4.2
2019/12/04,10:57:27.000,35.639365496,139.296207586,219.1556,1,14,0.0049,0.0042,0.0213,-0.0025,0.0041,-0.0070,0.19,6.1
2019/12/04,10:57:27.200,35.639363331,139.296207629,219.1194,1,13,0.0055,0.0046,0.0220,-0.0022,0.0041,-0.0079,0.19,4.8
2019/12/04,10:57:27.400,35.639361137,139.296208203,219.1007,1,8,0.0054,0.0046,0.0251,0.0009,-0.0038,-0.0071,0.19,5.1
2019/12/04,10:57:27.600,35.639358944,139.296207965,219.1711,1,13,0.0051,0.0047,0.0219,-0.0023,0.0039,-0.0076,0.40,6.5
2019/12/04,10:57:27.800,35.639356528,139.296207751,219.1021,1,13,0.0048,0.0039,0.0214,-0.0015,0.0032,-0.0073,0.19,6.7
2019/12/04,10:57:28.000,35.639354167,139.296207198,219.1147,1,12,0.0054,0.0040,0.0222,-0.0016,0.0029,-0.0065,0.19,18.9
2019/12/04,10:57:28.200,35.639352146,139.296207198,219.1666,1,13,0.0050,0.0047,0.0214,-0.0017,0.0030,-0.0072,0.19,29.9
2019/12/04,10:57:28.400,35.639350111,139.296206869,219.1213,1,14,0.0045,0.0033,0.0209,-0.0018,0.0033,-0.0066,0.40,6.8
2019/12/04,10:57:28.600,35.639347907,139.296207073,219.1044,1,14,0.0047,0.0043,0.0217,-0.0021,0.0043,-0.0073,0.60,11.9
2019/12/04,10:57:28.800,35.639345859,139.296206677,219.1740,1,12,0.0057,0.0043,0.0223,-0.0021,0.0029,-0.0069,0.19,62.2
2019/12/04,10:57:29.000,35.639343664,139.296206329,219.1180,1,12,0.0052,0.0043,0.0227,-0.0019,0.0038,-0.0070,0.19,71.6
2019/12/04,10:57:29.200,35.639341441,139.296205771,219.1153,1,13,0.0052,0.0050,0.0222,-0.0026,0.0041,-0.0064,0.40,19.4
2019/12/04,10:57:29.400,35.639339443,139.296205536,219.1589,1,14,0.0046,0.0044,0.0208,-0.0011,0.0035,-0.0067,0.19,29.1
2019/12/04,10:57:29.600,35.639337317,139.296205481,219.1459,1,14,0.0046,0.0038,0.0208,-0.0011,0.0036,-0.0068,0.19,37.9
2019/12/04,10:57:29.800,35.639335147,139.296205938,219.1394,1,14,0.0046,0.0043,0.0213,-0.0024,0.0043,-0.0072,0.40,46.6
2019/12/04,10:57:30.000,35.639333079,139.296206027,219.1907,1,12,0.0048,0.0043,0.0223,-0.0010,0.0032,-0.0066,0.40,86.3
2019/12/04,10:57:30.200,35.639330978,139.296205963,219.1611,1,13,0.0049,0.0031,0.0217,-0.0018,0.0033,-0.0060,0.19,61.4
2019/12/04,10:57:30.400,35.639328830,139.296205549,219.1382,1,13,0.0050,0.0043,0.0213,-0.0022,0.0031,-0.0073,0.19,123.3
2019/12/04,10:57:30.600,35.639326855,139.296205359,219.1911,1,12,0.0055,0.0047,0.0223,-0.0018,0.0032,-0.0068,0.19,134.5
2019/12/04,10:57:30.800,35.639324783,139.296205355,219.1477,1,12,0.0053,0.0042,0.0222,-0.0012,0.0032,-0.0066,0.19,139.9
2019/12/04,10:57:31.000,35.639322445,139.296205608,219.1085,1,12,0.0056,0.0038,0.0223,-0.0017,0.0033,-0.0069,0.19,122.5
2019/12/04,10:57:31.200,35.639320384,139.296205518,219.1525,1,12,0.0065,0.0044,0.0229,-0.0031,0.0032,-0.0069,0.40,297.4
2019/12/04,10:57:31.400,35.639318189,139.296205213,219.1437,1,13,0.0055,0.0042,0.0215,-0.0014,0.0031,-0.0076,0.40,268.1
2019/12/04,10:57:31.600,35.639315939,139.296204663,219.0903,1,10,0.0062,0.0047,0.0242,0.0014,-0.0031,-0.0080,0.19,171.5
2019/12/04,10:57:31.800,35.639313909,139.296204219,219.1653,1,13,0.0055,0.0044,0.0215,-0.0014,0.0033,-0.0075,0.19,284.5
2019/12/04,10:57:32.000,35.639311657,139.296204137,219.1193,1,14,0.0046,0.0041,0.0209,-0.0011,0.0035,-0.0068,0.19,5.0
2019/12/04,10:57:32.200,35.639309103,139.296204356,219.1053,1,13,0.0051,0.0049,0.0216,-0.0020,0.0040,-0.0073,0.19,17.3
2019/12/04,10:57:32.400,35.639306585,139.296204393,219.1749,1,14,0.0048,0.0043,0.0209,-0.0024,0.0034,-0.0067,0.19,3.4
2019/12/04,10:57:32.600,35.639304337,139.296204052,219.1323,1,14,0.0051,0.0044,0.0208,-0.0019,0.0034,-0.0067,0.19,14.1
2019/12/04,10:57:32.800,35.639301884,139.296203535,219.1348,1,14,0.0053,0.0043,0.0212,-0.0021,0.0042,-0.0073,0.19,8.0
2019/12/04,10:57:33.000,35.639299798,139.296203353,219.1548,1,14,0.0041,0.0038,0.0210,-0.0010,0.0034,-0.0067,0.40,36.8
2019/12/04,10:57:33.200,35.639297745,139.296203453,219.1579,1,14,0.0046,0.0046,0.0209,-0.0018,0.0034,-0.0067,0.40,48.4
2019/12/04,10:57:33.400,35.639295485,139.296203729,219.1231,1,14,0.0043,0.0036,0.0209,-0.0023,0.0033,-0.0067,0.19,59.3
2019/12/04,10:57:33.600,35.639293596,139.296203620,219.1811,1,14,0.0045,0.0042,0.0208,-0.0019,0.0033,-0.0068,0.19,69.9
2019/12/04,10:57:33.800,35.639291591,139.296203359,219.1690,1,14,0.0046,0.0040,0.0209,-0.0019,0.0034,-0.0067,0.19,79.8
2019/12/04,10:57:34.000,35.639289469,139.296202900,219.1166,1,14,0.0047,0.0039,0.0209,-0.0015,0.0034,-0.0066,0.19,89.7
2019/12/04,10:57:34.200,35.639287605,139.296202382,219.1719,1,11,0.0057,0.0041,0.0219,-0.0022,0.0030,-0.0072,0.19,12.6
2019/12/04,10:57:34.400,35.639285451,139.296202299,219.1625,1,14,0.0050,0.0040,0.0211,-0.0023,0.0033,-0.0071,0.19,38.1
2019/12/04,10:57:34.600,35.639283030,139.296202399,219.1218,1,14,0.0050,0.0040,0.0209,-0.0019,0.0035,-0.0068,0.19,54.6
2019/12/04,10:57:34.800,35.639280791,139.296202446,219.1656,1,14,0.0055,0.0042,0.0209,-0.0025,0.0033,-0.0069,0.19,201.5
2019/12/04,10:57:35.000,35.639278566,139.296202215,219.1528,1,13,0.0053,0.0037,0.0215,-0.0017,0.0032,-0.0076,0.19,317.7
2019/12/04,10:57:35.200,35.639276170,139.296201892,219.1202,1,14,0.0047,0.0042,0.0213,-0.0017,0.0043,-0.0071,0.19,3.4
2019/12/04,10:57:35.400,35.639274046,139.296201562,219.1854,1,14,0.0053,0.0046,0.0215,-0.0030,0.0046,-0.0074,0.19,93.7
2019/12/04,10:57:35.600,35.639271848,139.296201615,219.1511,1,14,0.0048,0.0045,0.0214,-0.0020,0.0044,-0.0069,0.19,16.0
2019/12/04,10:57:35.800,35.639269532,139.296201893,219.1296,1,14,0.0051,0.0044,0.0210,-0.0022,0.0039,-0.0068,0.40,103.5
2019/12/04,10:57:36.000,35.639267271,139.296201877,219.1829,1,14,0.0053,0.0041,0.0210,-0.0022,0.0037,-0.0070,0.40,148.4
2019/12/04,10:57:36.200,35.639264945,139.296201640,219.1440,1,14,0.0045,0.0039,0.0208,-0.0017,0.0035,-0.0067,0.19,3.6
2019/12/04,10:57:36.400,35.639262543,139.296201137,219.1210,1,14,0.0051,0.0043,0.0213,-0.0021,0.0044,-0.0073,0.19,13.7
2019/12/04,10:57:36.600,35.639260311,139.296200970,219.1893,1,14,0.0051,0.0039,0.0209,-0.0015,0.0036,-0.0069,0.19,23.2
2019/12/04,10:57:36.800,35.639258043,139.296200961,219.1241,1,14,0.0043,0.0043,0.0208,-0.0012,0.0036,-0.0069,0.19,30.9
2019/12/04,10:57:37.000,35.639255587,139.296201290,219.1174,1,14,0.0049,0.0048,0.0214,-0.0023,0.0044,-0.0072,0.19,43.6
2019/12/04,10:57:37.200,35.639253249,139.296201159,219.1905,1,14,0.0054,0.0046,0.0209,-0.0024,0.0035,-0.0069,0.19,51.3
2019/12/04,10:57:37.400,35.639250838,139.296200848,219.1300,1,14,0.0047,0.0041,0.0209,-0.0016,0.0034,-0.0066,0.19,40.2
2019/12/04,10:57:37.600,35.639248532,139.296200510,219.1337,1,14,0.0049,0.0046,0.0209,-0.0021,0.0036,-0.0069,0.40,66.4
2019/12/04,10:57:37.800,35.639246313,139.296200596,219.1825,1,14,0.0052,0.0045,0.0209,-0.0017,0.0036,-0.0070,0.40,77.0
2019/12/04,10:57:38.000,35.639244153,139.296200738,219.1163,1,14,0.0046,0.0043,0.0208,-0.0025,0.0033,-0.0068,0.19,48.1
2019/12/04,10:57:38.200,35.639241867,139.296201085,219.1625,1,14,0.0044,0.0043,0.0208,-0.0019,0.0035,-0.0067,0.19,53.5
2019/12/04,10:57:38.400,35.639239588,139.296200962,219.1772,1,13,0.0049,0.0039,0.0218,-0.0022,0.0034,-0.0061,0.40,96.5
2019/12/04,10:57:38.600,35.639237260,139.296200757,219.1347,1,14,0.0041,0.0044,0.0209,-0.0023,0.0036,-0.0067,0.40,60.2
2019/12/04,10:57:38.800,35.639235153,139.296200396,219.1732,1,14,0.0043,0.0043,0.0209,-0.0019,0.0036,-0.0066,0.19,66.8
2019/12/04,10:57:39.000,35.639233019,139.296200545,219.1718,1,14,0.0048,0.0038,0.0209,-0.0022,0.0032,-0.0069,0.19,123.6
2019/12/04,10:57:39.200,35.639230547,139.296200808,219.1250,1,14,0.0039,0.0040,0.0208,-0.0016,0.0036,-0.0068,0.19,72.0
2019/12/04,10:57:39.400,35.639228209,139.296200872,219.1700,2,16,0.0047,0.0044,0.0210,-0.0019,0.0033,-0.0067,0.19,2.6
2019/12/04,10:57:39.600,35.639226066,139.296200803,219.1572,1,16,0.0044,0.0036,0.0206,-0.0018,0.0042,-0.0066,0.19,4.1
2019/12/04,10:57:39.800,35.639223680,139.296200428,219.1283,1,16,0.0047,0.0044,0.0211,-0.0023,0.0049,-0.0072,0.19,5.5
2019/12/04,10:57:40.000,35.639221389,139.296200448,219.1783,1,16,0.0045,0.0039,0.0205,-0.0014,0.0042,-0.0068,0.19,6.5
2019/12/04,10:57:40.200,35.639219247,139.296200557,219.1464,1,16,0.0043,0.0040,0.0205,-0.0017,0.0044,-0.0069,0.19,7.7
2019/12/04,10:57:40.400,35.639217115,139.296200918,219.1463,1,16,0.0052,0.0040,0.0212,-0.0021,0.0050,-0.0074,0.19,5.8
2019/12/04,10:57:40.600,35.639215099,139.296200934,219.2030,1,16,0.0046,0.0036,0.0206,-0.0017,0.0043,-0.0067,0.40,10.1
2019/12/04,10:57:40.800,35.639213025,139.296200733,219.1668,1,16,0.0042,0.0037,0.0206,0.0009,0.0044,-0.0067,0.40,10.5
2019/12/04,10:57:41.000,35.639210788,139.296200363,219.1609,1,16,0.0042,0.0035,0.0211,-0.0022,0.0052,-0.0073,0.19,11.3
2019/12/04,10:57:41.200,35.639208761,139.296200369,219.2092,1,16,0.0049,0.0036,0.0205,-0.0014,0.0042,-0.0069,0.19,12.6
2019/12/04,10:57:41.400,35.639206561,139.296200367,219.1728,1,16,0.0041,0.0031,0.0206,-0.0014,0.0042,-0.0068,0.40,14.3
2019/12/04,10:57:41.600,35.639204280,139.296200693,219.1610,1,16,0.0047,0.0041,0.0211,-0.0028,0.0048,-0.0072,0.40,21.6
2019/12/04,10:57:41.800,35.639201966,139.296200623,219.2260,1,16,0.0046,0.0036,0.0206,0.0013,0.0043,-0.0068,0.60,27.7
2019/12/04,10:57:42.000,35.639199624,139.296200342,219.1654,1,16,0.0045,0.0036,0.0206,-0.0015,0.0042,-0.0067,0.40,34.5
2019/12/04,10:57:42.200,35.639197350,139.296200023,219.1639,1,16,0.0054,0.0030,0.0211,-0.0023,0.0049,-0.0071,0.19,24.0
2019/12/04,10:57:42.400,35.639195364,139.296199995,219.2093,1,16,0.0044,0.0035,0.0205,-0.0019,0.0042,-0.0068,0.19,47.9
2019/12/04,10:57:42.600,35.639193349,139.296199988,219.1440,1,16,0.0047,0.0030,0.0206,-0.0014,0.0042,-0.0067,0.19,53.9
2019/12/04,10:57:42.800,35.639191179,139.296200312,219.1750,1,16,0.0045,0.0039,0.0205,-0.0019,0.0045,-0.0068,0.19,33.1
2019/12/04,10:57:43.000,35.639188990,139.296200214,219.2141,1,16,0.0042,0.0036,0.0205,-0.0016,0.0042,-0.0067,0.19,66.3
2019/12/04,10:57:43.200,35.639186834,139.296199843,219.1344,1,16,0.0045,0.0034,0.0205,-0.0007,0.0042,-0.0066,0.19,72.2
2019/12/04,10:57:43.400,35.639184720,139.296199537,219.1705,1,16,0.0049,0.0038,0.0205,-0.0018,0.0044,-0.0067,0.19,41.7
2019/12/04,10:57:43.600,35.639182726,139.296199628,219.1881,1,16,0.0043,0.0036,0.0205,0.0003,0.0043,-0.0068,0.19,84.2
2019/12/04,10:57:43.800,35.639180573,139.296199885,219.1659,1,16,0.0048,0.0045,0.0210,-0.0021,0.0049,-0.0072,0.19,50.7
2019/12/04,10:57:44.000,35.639178439,139.296200002,219.1918,1,16,0.0045,0.0037,0.0212,-0.0016,0.0052,-0.0075,0.19,59.4
2019/12/04,10:57:44.200,35.639176255,139.296199861,219.1927,1,16,0.0045,0.0043,0.0205,-0.0019,0.0042,-0.0068,0.19,102.6
2019/12/04,10:57:44.400,35.639174005,139.296199417,219.1529,1,16,0.0047,0.0037,0.0205,-0.0019,0.0040,-0.0067,0.19,64.8
2019/12/04,10:57:44.600,35.639171870,139.296199118,219.2207,1,16,0.0044,0.0037,0.0206,-0.0015,0.0044,-0.0067,0.19,114.9
2019/12/04,10:57:44.800,35.639169779,139.296198963,219.1719,1,16,0.0044,0.0032,0.0206,0.0005,0.0043,-0.0066,0.40,120.2
2019/12/04,10:57:45.000,35.639167510,139.296199072,219.1527,1,16,0.0045,0.0034,0.0205,-0.0011,0.0042,-0.0067,0.19,70.4
2019/12/04,10:57:45.200,35.639165306,139.296198844,219.2112,1,16,0.0050,0.0041,0.0206,-0.0016,0.0042,-0.0066,0.40,131.1
2019/12/04,10:57:45.400,35.639163097,139.296198522,219.1767,1,16,0.0047,0.0043,0.0206,-0.0015,0.0042,-0.0067,0.40,137.2
2019/12/04,10:57:45.600,35.639160819,139.296197988,219.1776,1,16,0.0039,0.0038,0.0205,-0.0017,0.0043,-0.0068,0.19,142.9
2019/12/04,10:57:45.800,35.639158793,139.296197858,219.2200,1,16,0.0046,0.0037,0.0205,-0.0020,0.0043,-0.0068,0.19,148.3
2019/12/04,10:57:46.000,35.639156872,139.296197615,219.1784,1,16,0.0044,0.0041,0.0206,-0.0021,0.0044,-0.0069,0.40,152.9
2019/12/04,10:57:46.200,35.639154799,139.296197705,219.1644,1,16,0.0049,0.0041,0.0208,-0.0011,0.0041,-0.0071,0.40,160.1
2019/12/04,10:57:46.400,35.639152673,139.296197393,219.2362,1,16,0.0045,0.0034,0.0207,-0.0011,0.0043,-0.0067,0.60,164.5
2019/12/04,10:57:46.600,35.639150470,139.296197017,219.1813,1,15,0.0047,0.0039,0.0213,-0.0015,0.0041,-0.0074,0.80,207.3
2019/12/04,10:57:46.800,35.639148347,139.296196473,219.1822,1,15,0.0053,0.0038,0.0211,-0.0018,0.0043,-0.0077,0.19,7.1
2019/12/04,10:57:47.000,35.639146095,139.296196478,219.2196,1,16,0.0052,0.0040,0.0206,-0.0012,0.0043,-0.0069,0.19,19.2
2019/12/04,10:57:47.200,35.639143752,139.296196438,219.1718,1,16,0.0050,0.0036,0.0206,-0.0025,0.0042,-0.0070,0.19,25.2
2019/12/04,10:57:47.400,35.639141452,139.296196456,219.1839,1,16,0.0052,0.0039,0.0205,-0.0023,0.0043,-0.0071,0.19,34.6
2019/12/04,10:57:47.600,35.639139075,139.296196164,219.2101,1,16,0.0049,0.0041,0.0205,-0.0003,0.0044,-0.0067,0.19,191.4
2019/12/04,10:57:47.800,35.639136668,139.296195635,219.1796,1,16,0.0050,0.0038,0.0207,-0.0024,0.0043,-0.0070,0.40,43.0
2019/12/04,10:57:48.000,35.639134577,139.296195222,219.2154,1,16,0.0047,0.0031,0.0205,-0.0023,0.0042,-0.0068,0.19,51.9
2019/12/04,10:57:48.200,35.639132454,139.296195097,219.1988,1,16,0.0051,0.0040,0.0205,-0.0024,0.0042,-0.0066,0.19,205.3
2019/12/04,10:57:48.400,35.639130131,139.296195327,219.1678,1,16,0.0051,0.0035,0.0208,-0.0022,0.0044,-0.0073,0.19,59.0
2019/12/04,10:57:48.600,35.639127926,139.296195170,219.2246,1,15,0.0056,0.0036,0.0212,-0.0014,0.0042,-0.0075,0.19,215.8
2019/12/04,10:57:48.800,35.639125632,139.296194804,219.1830,1,15,0.0049,0.0041,0.0210,-0.0019,0.0041,-0.0073,0.19,219.8
2019/12/04,10:57:49.000,35.639123386,139.296194337,219.1961,1,15,0.0044,0.0038,0.0210,-0.0016,0.0041,-0.0073,0.19,66.2
2019/12/04,10:57:49.200,35.639121146,139.296194257,219.2208,1,15,0.0053,0.0038,0.0216,-0.0017,0.0049,-0.0076,0.19,231.4
2019/12/04,10:57:49.400,35.639118757,139.296194172,219.1693,1,16,0.0046,0.0032,0.0206,-0.0017,0.0042,-0.0066,0.19,231.2
2019/12/04,10:57:49.600,35.639116505,139.296194385,219.1829,1,16,0.0050,0.0042,0.0210,-0.0023,0.0051,-0.0072,0.19,72.9
2019/12/04,10:57:49.800,35.639114347,139.296194233,219.2123,1,16,0.0042,0.0039,0.0205,-0.0016,0.0041,-0.0069,0.19,240.9
2019/12/04,10:57:50.000,35.639111976,139.296194070,219.1685,1,16,0.0048,0.0042,0.0205,-0.0021,0.0043,-0.0067,0.19,76.8
2019/12/04,10:57:50.200,35.639109595,139.296193846,219.1810,1,16,0.0046,0.0035,0.0205,-0.0007,0.0043,-0.0067,0.19,82.6
2019/12/04,10:57:50.400,35.639107410,139.296193895,219.1925,1,16,0.0048,0.0038,0.0205,-0.0024,0.0041,-0.0069,0.19,253.6
2019/12/04,10:57:50.600,35.639105116,139.296194297,219.1786,1,16,0.0040,0.0043,0.0205,-0.0013,0.0043,-0.0067,0.19,89.1
2019/12/04,10:57:50.800,35.639102935,139.296194328,219.2060,1,16,0.0042,0.0042,0.0205,-0.0013,0.0043,-0.0068,0.19,262.6
2019/12/04,10:57:51.000,35.639100835,139.296194193,219.1678,1,16,0.0047,0.0040,0.0205,-0.0016,0.0042,-0.0067,0.19,266.0
2019/12/04,10:57:51.200,35.639098537,139.296193806,219.1740,1,16,0.0051,0.0043,0.0213,-0.0027,0.0048,-0.0073,0.19,93.7
2019/12/04,10:57:51.400,35.639096281,139.296193765,219.2138,1,16,0.0046,0.0027,0.0205,0.0012,0.0043,-0.0068,0.19,276.4
2019/12/04,10:57:51.600,35.639094216,139.296193824,219.1764,1,16,0.0047,0.0038,0.0206,-0.0023,0.0043,-0.0068,0.40,281.6
2019/12/04,10:57:51.800,35.639092159,139.296194061,219.1764,1,16,0.0048,0.0049,0.0206,-0.0020,0.0042,-0.0066,0.40,287.4
2019/12/04,10:57:52.000,35.639090034,139.296193709,219.2237,1,16,0.0047,0.0039,0.0205,-0.0018,0.0042,-0.0066,0.19,292.1
2019/12/04,10:57:52.200,35.639087900,139.296193147,219.1746,1,16,0.0047,0.0038,0.0206,-0.0019,0.0045,-0.0069,0.40,295.6
2019/12/04,10:57:52.400,35.639085692,139.296192699,219.2384,1,16,0.0048,0.0036,0.0211,-0.0020,0.0048,-0.0071,0.40,303.4
2019/12/04,10:57:52.600,35.639083644,139.296192599,219.2230,1,16,0.0051,0.0044,0.0211,-0.0022,0.0049,-0.0070,0.19,306.9
2019/12/04,10:57:52.800,35.639081432,139.296192733,219.2036,1,16,0.0047,0.0037,0.0206,-0.0021,0.0044,-0.0069,0.19,5.4
2019/12/04,10:57:53.000,35.639079224,139.296192563,219.2730,1,15,0.0053,0.0045,0.0215,-0.0019,0.0045,-0.0067,0.19,21.3
2019/12/04,10:57:53.200,35.639077009,139.296192168,219.2463,1,16,0.0053,0.0039,0.0223,-0.0020,0.0051,-0.0072,0.19,28.9
2019/12/04,10:57:53.400,35.639074673,139.296191403,219.2169,1,16,0.0050,0.0033,0.0210,-0.0024,0.0049,-0.0073,0.19,369.2
2019/12/04,10:57:53.600,35.639072206,139.296190922,219.2532,1,16,0.0048,0.0038,0.0211,-0.0019,0.0049,-0.0072,0.40,31.5
2019/12/04,10:57:53.800,35.639069801,139.296190471,219.2116,1,16,0.0047,0.0041,0.0212,-0.0023,0.0050,-0.0071,0.60,328.4
2019/12/04,10:57:54.000,35.639067413,139.296190336,219.2034,1,16,0.0047,0.0038,0.0212,-0.0021,0.0049,-0.0072,0.60,334.2
2019/12/04,10:57:54.200,35.639065090,139.296190072,219.2412,1,16,0.0050,0.0037,0.0216,-0.0018,0.0048,-0.0075,0.80,445.6
2019/12/04,10:57:54.400,35.639062648,139.296189464,219.1972,1,16,0.0048,0.0035,0.0205,-0.0023,0.0041,-0.0067,0.19,3.7
2019/12/04,10:57:54.600,35.639060337,139.296188957,219.2292,1,16,0.0048,0.0035,0.0206,-0.0006,0.0043,-0.0067,0.40,10.8
2019/12/04,10:57:54.800,35.639057951,139.296188763,219.2106,1,16,0.0046,0.0039,0.0211,-0.0025,0.0050,-0.0072,0.40,5.4
2019/12/04,10:57:55.000,35.639055504,139.296188764,219.1865,1,16,0.0046,0.0042,0.0206,-0.0020,0.0042,-0.0065,0.19,17.7
2019/12/04,10:57:55.200,35.639053239,139.296188537,219.2361,1,16,0.0047,0.0040,0.0206,-0.0018,0.0042,-0.0067,0.40,24.6
2019/12/04,10:57:55.400,35.639050960,139.296188137,219.1845,1,16,0.0046,0.0035,0.0206,-0.0019,0.0041,-0.0067,0.40,31.4
2019/12/04,10:57:55.600,35.639048571,139.296187553,219.1781,1,16,0.0053,0.0037,0.0212,-0.0024,0.0049,-0.0074,0.19,13.4
2019/12/04,10:57:55.800,35.639046421,139.296187445,219.2312,1,15,0.0053,0.0032,0.0214,-0.0019,0.0044,-0.0063,0.19,38.0
2019/12/04,10:57:56.000,35.639044057,139.296187297,219.1872,1,16,0.0049,0.0034,0.0206,-0.0024,0.0041,-0.0070,0.19,44.6
