date,time,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2019/12/04,11:13:28.400,35.639388709,139.296219570,215.6809,2,9,0.1304,0.0892,0.4701,-0.0393,-0.0385,0.1514,0.19,1.5
2019/12/04,11:13:28.600,35.639389117,139.296219404,215.7926,2,9,0.1278,0.0881,0.4626,-0.0382,-0.0353,0.1478,0.19,1.5
2019/12/04,11:13:28.800,35.639389665,139.296219168,215.9337,2,9,0.1251,0.0868,0.4552,-0.0366,-0.0308,0.1440,0.19,1.8
2019/12/04,11:13:29.000,35.639390175,139.296218803,216.0445,2,9,0.1225,0.0856,0.4482,-0.0351,-0.0262,0.1405,0.19,2.0
2019/12/04,11:13:29.200,35.639390777,139.296218325,216.1695,2,9,0.1201,0.0845,0.4416,-0.0337,-0.0212,0.1371,0.19,2.0
2019/12/04,11:13:29.400,35.639391247,139.296217801,216.2985,2,11,0.1176,0.0830,0.4336,-0.0315,0.0082,0.1329,0.19,1.9
2019/12/04,11:13:29.600,35.639391431,139.296217406,216.3484,2,11,0.1161,0.0816,0.4268,-0.0292,0.0232,0.1303,0.19,1.8
2019/12/04,11:13:29.800,35.639391721,139.296217190,216.4268,2,11,0.1145,0.0803,0.4203,-0.0271,0.0306,0.1278,0.19,1.9
2019/12/04,11:13:30.000,35.639392034,139.296217162,216.5100,2,11,0.1130,0.0790,0.4141,-0.0251,0.0358,0.1254,0.19,2.0
2019/12/04,11:13:30.200,35.639392328,139.296217220,216.6101,2,11,0.1108,0.0779,0.4076,-0.0234,0.0395,0.1220,0.19,2.1
2019/12/04,11:13:30.400,35.639392506,139.296217177,216.6761,2,11,0.1089,0.0767,0.4016,-0.0217,0.0426,0.1190,0.39,2.1
2019/12/04,11:13:30.600,35.639392701,139.296216943,216.7383,2,12,0.1071,0.0757,0.3959,-0.0201,0.0452,0.1162,0.39,1.8
2019/12/04,11:13:30.800,35.639392876,139.296216644,216.7878,2,12,0.1053,0.0747,0.3905,-0.0186,0.0473,0.1136,0.19,2.1
2019/12/04,11:13:31.000,35.639393117,139.296216514,216.8350,2,12,0.1037,0.0737,0.3853,-0.0172,0.0490,0.1111,0.19,2.1
2019/12/04,11:13:31.200,35.639393311,139.296216405,216.8839,2,12,0.1021,0.0728,0.3803,-0.0157,0.0505,0.1088,0.19,2.1
2019/12/04,11:13:31.400,35.639393423,139.296216286,216.9349,2,12,0.1004,0.0719,0.3755,-0.0146,0.0517,0.1063,0.19,2.2
2019/12/04,11:13:31.600,35.639393537,139.296216149,216.9776,2,12,0.0986,0.0710,0.3708,-0.0129,0.0528,0.1039,0.19,2.7
2019/12/04,11:13:31.800,35.639393672,139.296216054,217.0251,2,12,0.0970,0.0701,0.3663,-0.0111,0.0537,0.1016,0.19,3.0
2019/12/04,11:13:32.000,35.639390017,139.296209463,219.0502,1,12,0.0054,0.0045,0.0250,0.0019,0.0062,0.0048,0.19,3.0
2019/12/04,11:13:32.200,35.639390068,139.296209454,219.0571,1,12,0.0056,0.0048,0.0251,0.0018,0.0061,0.0049,0.39,3.1
2019/12/04,11:13:32.400,35.639390134,139.296209443,219.0574,1,12,0.0056,0.0047,0.0250,0.0018,0.0062,0.0049,0.19,3.1
2019/12/04,11:13:32.600,35.639394156,139.296215750,217.1075,2,12,0.0913,0.0669,0.3501,-0.0028,0.0562,0.0938,0.39,2.7
2019/12/04,11:13:32.800,35.639394292,139.296215708,217.1382,2,12,0.0901,0.0662,0.3464,0.0022,0.0566,0.0922,0.19,2.7
2019/12/04,11:13:33.000,35.639394446,139.296215692,217.1680,2,12,0.0891,0.0656,0.3429,0.0047,0.0570,0.0908,0.39,2.2
2019/12/04,11:13:33.200,35.639394495,139.296215640,217.1844,2,12,0.0879,0.0649,0.3394,0.0057,0.0572,0.0892,0.19,2.8
2019/12/04,11:13:33.400,35.639394625,139.296215570,217.2198,2,12,0.0869,0.0644,0.3370,0.0067,0.0577,0.0880,0.39,1.6
2019/12/04,11:13:33.600,35.639394714,139.296215542,217.2380,2,12,0.0858,0.0638,0.3333,0.0072,0.0577,0.0865,0.59,2.1
2019/12/04,11:13:33.800,35.639394782,139.296215517,217.2409,2,12,0.0848,0.0632,0.3300,0.0079,0.0578,0.0852,0.19,2.5
2019/12/04,11:13:34.000,35.639394862,139.296215515,217.2693,2,12,0.0838,0.0626,0.3269,0.0082,0.0579,0.0839,0.19,2.5
2019/12/04,11:13:34.200,35.639394904,139.296215452,217.2784,2,12,0.0829,0.0620,0.3239,0.0087,0.0579,0.0826,0.19,2.5
2019/12/04,11:13:34.400,35.639394962,139.296215394,217.2962,2,12,0.0820,0.0615,0.3210,0.0089,0.0580,0.0814,0.19,2.5
2019/12/04,11:13:34.600,35.639395008,139.296215276,217.2949,2,12,0.0811,0.0610,0.3182,0.0091,0.0580,0.0802,0.19,2.5
2019/12/04,11:13:34.800,35.639395087,139.296215233,217.3070,2,12,0.0802,0.0605,0.3154,0.0095,0.0580,0.0791,0.19,2.6
2019/12/04,11:13:35.000,35.639395185,139.296215138,217.3192,2,12,0.0794,0.0600,0.3128,0.0098,0.0580,0.0780,0.39,2.5
2019/12/04,11:13:35.200,35.639395240,139.296215103,217.3239,2,12,0.0786,0.0596,0.3102,0.0099,0.0580,0.0770,0.39,2.6
2019/12/04,11:13:35.400,35.639395301,139.296215053,217.3291,2,12,0.0779,0.0590,0.3076,0.0101,0.0580,0.0760,0.19,2.5
2019/12/04,11:13:35.600,35.639395356,139.296215009,217.3375,2,12,0.0771,0.0586,0.3052,0.0102,0.0579,0.0750,0.19,2.5
2019/12/04,11:13:35.800,35.639395400,139.296214938,217.3453,2,12,0.0764,0.0582,0.3028,0.0103,0.0579,0.0741,0.19,2.5
2019/12/04,11:13:36.000,35.639395458,139.296214866,217.3402,2,12,0.0757,0.0577,0.3004,0.0105,0.0578,0.0731,0.19,2.5
2019/12/04,11:13:36.200,35.639395523,139.296214777,217.3365,2,12,0.0750,0.0573,0.2981,0.0106,0.0577,0.0723,0.19,2.6
2019/12/04,11:13:36.400,35.639395529,139.296214785,217.3405,2,12,0.0743,0.0569,0.2959,0.0107,0.0576,0.0714,0.19,2.6
2019/12/04,11:13:36.600,35.639395587,139.296214797,217.3268,2,11,0.0737,0.0565,0.2937,0.0109,0.0575,0.0706,0.19,2.5
2019/12/04,11:13:36.800,35.639395655,139.296214810,217.3212,2,11,0.0730,0.0560,0.2916,0.0110,0.0574,0.0698,0.19,2.5
2019/12/04,11:13:37.000,35.639395664,139.296214835,217.3036,2,11,0.0725,0.0557,0.2895,0.0111,0.0573,0.0690,0.19,2.5
2019/12/04,11:13:37.200,35.639395645,139.296214843,217.2985,2,11,0.0718,0.0553,0.2874,0.0110,0.0572,0.0682,0.19,2.5
2019/12/04,11:13:37.400,35.639395678,139.296214893,217.2981,2,13,0.0712,0.0549,0.2849,0.0110,0.0570,0.0669,0.19,1.5
2019/12/04,11:13:37.600,35.639395673,139.296214924,217.3050,2,13,0.0704,0.0546,0.2825,0.0111,0.0568,0.0656,0.19,2.0
2019/12/04,11:13:37.800,35.639395668,139.296214889,217.3069,2,14,0.0697,0.0542,0.2802,0.0110,0.0567,0.0644,0.19,1.3
2019/12/04,11:13:38.000,35.639395661,139.296214868,217.3172,2,14,0.0690,0.0539,0.2779,0.0110,0.0565,0.0633,0.19,1.6
2019/12/04,11:13:38.200,35.639395665,139.296214828,217.3173,2,14,0.0684,0.0536,0.2757,0.0109,0.0563,0.0622,0.19,1.8
2019/12/04,11:13:38.400,35.639395690,139.296214798,217.3156,2,14,0.0678,0.0532,0.2735,0.0109,0.0561,0.0611,0.19,2.1
2019/12/04,11:13:38.600,35.639395659,139.296214771,217.3119,2,14,0.0672,0.0529,0.2714,0.0110,0.0559,0.0601,0.19,2.3
2019/12/04,11:13:38.800,35.639395659,139.296214736,217.3196,2,14,0.0666,0.0526,0.2694,0.0107,0.0557,0.0591,0.39,2.4
2019/12/04,11:13:39.000,35.639395636,139.296214672,217.3177,2,14,0.0660,0.0522,0.2674,0.0108,0.0555,0.0581,0.19,2.6
2019/12/04,11:13:39.200,35.639395636,139.296214630,217.3115,2,14,0.0654,0.0519,0.2655,0.0107,0.0553,0.0571,0.19,2.7
2019/12/04,11:13:39.400,35.639395644,139.296214588,217.3106,2,14,0.0649,0.0516,0.2636,0.0106,0.0551,0.0562,0.39,2.7
2019/12/04,11:13:39.600,35.639395694,139.296214524,217.3148,2,13,0.0643,0.0513,0.2617,0.0105,0.0550,0.0553,0.19,2.7
2019/12/04,11:13:39.800,35.639395695,139.296214474,217.3073,2,13,0.0638,0.0510,0.2599,0.0106,0.0548,0.0545,0.19,2.7
2019/12/04,11:13:40.000,35.639395700,139.296214458,217.3013,2,13,0.0634,0.0507,0.2581,0.0106,0.0546,0.0536,0.19,2.7
2019/12/04,11:13:40.200,35.639395751,139.296214447,217.3073,2,13,0.0629,0.0504,0.2563,0.0106,0.0544,0.0528,0.19,2.7
2019/12/04,11:13:40.400,35.639395805,139.296214439,217.2992,2,13,0.0624,0.0501,0.2546,0.0105,0.0542,0.0520,0.19,2.7
2019/12/04,11:13:40.600,35.639395847,139.296214431,217.2947,2,13,0.0619,0.0498,0.2529,0.0105,0.0540,0.0512,0.19,2.7
2019/12/04,11:13:40.800,35.639395871,139.296214452,217.2917,2,13,0.0615,0.0496,0.2513,0.0104,0.0538,0.0505,0.39,2.8
2019/12/04,11:13:41.000,35.639395910,139.296214431,217.2906,2,13,0.0610,0.0493,0.2497,0.0104,0.0536,0.0497,0.59,2.8
2019/12/04,11:13:41.200,35.639395908,139.296214428,217.2840,2,14,0.0605,0.0491,0.2481,0.0104,0.0534,0.0490,0.19,1.2
2019/12/04,11:13:41.400,35.639395921,139.296214361,217.2797,2,14,0.0601,0.0488,0.2465,0.0102,0.0532,0.0483,0.39,1.4
2019/12/04,11:13:41.600,35.639395898,139.296214322,217.2812,2,14,0.0597,0.0486,0.2450,0.0102,0.0530,0.0476,0.19,1.6
2019/12/04,11:13:41.800,35.639395891,139.296214265,217.2734,2,14,0.0593,0.0483,0.2435,0.0100,0.0529,0.0469,0.39,1.7
2019/12/04,11:13:42.000,35.639395910,139.296214247,217.2770,2,14,0.0589,0.0481,0.2420,0.0100,0.0527,0.0463,0.39,1.9
2019/12/04,11:13:42.200,35.639395907,139.296214234,217.2753,2,14,0.0585,0.0478,0.2405,0.0100,0.0525,0.0456,0.59,2.0
2019/12/04,11:13:42.400,35.639395886,139.296214220,217.2745,2,14,0.0581,0.0476,0.2391,0.0100,0.0523,0.0450,0.19,2.2
2019/12/04,11:13:42.600,35.639395891,139.296214205,217.2614,2,14,0.0577,0.0473,0.2377,0.0100,0.0521,0.0444,0.19,2.3
2019/12/04,11:13:42.800,35.639395886,139.296214207,217.2560,2,14,0.0573,0.0471,0.2363,0.0099,0.0519,0.0438,0.19,2.4
2019/12/04,11:13:43.000,35.639395895,139.296214223,217.2562,2,14,0.0570,0.0469,0.2350,0.0097,0.0517,0.0432,0.19,2.5
2019/12/04,11:13:43.200,35.639395898,139.296214245,217.2493,2,14,0.0566,0.0466,0.2336,0.0096,0.0516,0.0427,0.39,2.6
2019/12/04,11:13:43.400,35.639395896,139.296214272,217.2519,2,14,0.0562,0.0464,0.2323,0.0097,0.0514,0.0421,0.19,2.7
2019/12/04,11:13:43.600,35.639395904,139.296214294,217.2533,2,14,0.0559,0.0462,0.2310,0.0096,0.0512,0.0415,0.19,2.8
2019/12/04,11:13:43.800,35.639395912,139.296214342,217.2470,2,14,0.0556,0.0460,0.2297,0.0094,0.0510,0.0410,0.19,2.4
2019/12/04,11:13:44.000,35.639395918,139.296214370,217.2400,2,14,0.0553,0.0458,0.2285,0.0092,0.0508,0.0405,0.39,2.4
2019/12/04,11:13:44.200,35.639395926,139.296214375,217.2362,2,14,0.0550,0.0456,0.2273,0.0090,0.0506,0.0400,0.39,2.4
2019/12/04,11:13:44.400,35.639395933,139.296214377,217.2172,2,14,0.0546,0.0454,0.2261,0.0091,0.0505,0.0395,0.19,2.4
2019/12/04,11:13:44.600,35.639395897,139.296214424,217.2109,2,14,0.0544,0.0453,0.2249,0.0088,0.0503,0.0390,0.19,2.4
2019/12/04,11:13:44.800,35.639395847,139.296214437,217.1887,2,14,0.0540,0.0450,0.2237,0.0088,0.0501,0.0385,0.19,2.4
2019/12/04,11:13:45.000,35.639395806,139.296214467,217.1833,2,14,0.0538,0.0448,0.2225,0.0087,0.0499,0.0380,0.19,2.4
2019/12/04,11:13:45.200,35.639395739,139.296214442,217.1768,2,14,0.0534,0.0447,0.2214,0.0086,0.0497,0.0376,0.19,2.4
2019/12/04,11:13:45.400,35.639395684,139.296214448,217.1615,2,14,0.0532,0.0445,0.2202,0.0084,0.0495,0.0371,0.19,2.4
2019/12/04,11:13:45.600,35.639395638,139.296214453,217.1553,2,14,0.0529,0.0443,0.2191,0.0083,0.0494,0.0367,0.19,2.4
2019/12/04,11:13:45.800,35.639395589,139.296214462,217.1419,2,14,0.0527,0.0441,0.2180,0.0081,0.0492,0.0362,0.19,2.5
2019/12/04,11:13:46.000,35.639395539,139.296214474,217.1312,2,14,0.0524,0.0439,0.2169,0.0081,0.0490,0.0358,0.19,2.5
2019/12/04,11:13:46.200,35.639395440,139.296214504,217.1205,2,14,0.0521,0.0438,0.2158,0.0078,0.0489,0.0354,0.19,2.5
2019/12/04,11:13:46.400,35.639395330,139.296214549,217.1205,2,14,0.0519,0.0436,0.2148,0.0077,0.0487,0.0349,0.19,2.5
2019/12/04,11:13:46.600,35.639395118,139.296214667,217.1220,2,13,0.0516,0.0434,0.2137,0.0076,0.0485,0.0345,0.19,2.5
2019/12/04,11:13:46.800,35.639394937,139.296214833,217.1333,2,11,0.0514,0.0433,0.2136,0.0074,0.0487,0.0338,0.39,2.4
2019/12/04,11:13:47.000,35.639394818,139.296214888,217.1224,2,11,0.0512,0.0431,0.2133,0.0073,0.0486,0.0338,0.39,1.7
2019/12/04,11:13:47.200,35.639394771,139.296214895,217.0974,2,11,0.0510,0.0430,0.2127,0.0072,0.0485,0.0335,0.19,1.7
2019/12/04,11:13:47.400,35.639394777,139.296214771,217.0433,2,10,0.0507,0.0434,0.2164,0.0067,0.0515,0.0327,0.39,1.0
2019/12/04,11:13:47.600,35.639394747,139.296214740,217.0432,2,10,0.0505,0.0433,0.2160,0.0066,0.0516,0.0324,0.19,1.0
2019/12/04,11:13:47.800,35.639394727,139.296214716,217.0435,2,10,0.0503,0.0432,0.2156,0.0064,0.0517,0.0321,0.19,1.0
2019/12/04,11:13:48.000,35.639394703,139.296214707,217.0349,2,10,0.0501,0.0431,0.2152,0.0061,0.0518,0.0318,0.19,1.0
2019/12/04,11:13:48.200,35.639394678,139.296214691,217.0285,2,10,0.0499,0.0430,0.2148,0.0061,0.0519,0.0315,0.19,1.0
2019/12/04,11:13:48.400,35.639394667,139.296214705,217.0178,2,10,0.0497,0.0429,0.2145,0.0060,0.0520,0.0312,0.19,1.0
2019/12/04,11:13:48.600,35.639394659,139.296214751,217.0369,2,10,0.0495,0.0428,0.2141,0.0058,0.0521,0.0309,0.19,1.0
2019/12/04,11:13:48.800,35.639394665,139.296214770,217.0351,2,10,0.0493,0.0428,0.2140,0.0055,0.0523,0.0303,0.19,1.2
2019/12/04,11:13:49.000,35.639394656,139.296214816,217.0343,2,10,0.0492,0.0426,0.2137,0.0054,0.0524,0.0300,0.19,1.1
2019/12/04,11:13:49.200,35.639394667,139.296214852,217.0414,2,10,0.0490,0.0425,0.2130,0.0054,0.0524,0.0300,0.39,1.0
2019/12/04,11:13:49.400,35.639394627,139.296214859,217.0227,2,11,0.0488,0.0425,0.2129,0.0051,0.0526,0.0294,0.19,1.2
2019/12/04,11:13:49.600,35.639394612,139.296214882,217.0101,2,11,0.0486,0.0424,0.2126,0.0048,0.0527,0.0291,0.39,1.2
2019/12/04,11:13:49.800,35.639394486,139.296214891,216.9823,2,11,0.0484,0.0423,0.2121,0.0046,0.0527,0.0286,0.19,1.2
2019/12/04,11:13:50.000,35.639394431,139.296214889,216.9530,2,11,0.0482,0.0421,0.2106,0.0043,0.0524,0.0276,0.39,1.3
2019/12/04,11:13:50.200,35.639394399,139.296214843,216.9440,2,11,0.0479,0.0420,0.2098,0.0037,0.0522,0.0270,0.19,1.3
2019/12/04,11:13:50.400,35.639394403,139.296214820,216.9231,2,11,0.0478,0.0419,0.2092,0.0032,0.0522,0.0264,0.19,1.3
2019/12/04,11:13:50.600,35.639394398,139.296214765,216.9227,2,11,0.0475,0.0418,0.2087,0.0027,0.0523,0.0258,0.39,1.4
2019/12/04,11:13:50.800,35.639394415,139.296214746,216.9151,2,11,0.0473,0.0418,0.2100,0.0034,0.0531,0.0262,0.19,1.2
2019/12/04,11:13:51.000,35.639394408,139.296214753,216.9313,2,11,0.0472,0.0417,0.2096,0.0031,0.0532,0.0258,0.19,1.2
2019/12/04,11:13:51.200,35.639394370,139.296214764,216.9306,2,11,0.0471,0.0416,0.2093,0.0030,0.0532,0.0255,0.19,1.2
2019/12/04,11:13:51.400,35.639394356,139.296214747,216.9204,2,11,0.0469,0.0416,0.2090,0.0027,0.0533,0.0252,0.39,1.2
2019/12/04,11:13:51.600,35.639394296,139.296214765,216.9086,2,11,0.0467,0.0413,0.2068,0.0004,0.0526,0.0240,0.39,1.4
2019/12/04,11:13:51.800,35.639394245,139.296214739,216.8979,2,11,0.0465,0.0413,0.2063,-0.0010,0.0526,0.0234,0.19,1.4
2019/12/04,11:13:52.000,35.639394136,139.296214780,216.8937,2,11,0.0463,0.0412,0.2058,-0.0020,0.0526,0.0228,0.19,1.4
2019/12/04,11:13:52.200,35.639394022,139.296214821,216.8696,2,11,0.0461,0.0411,0.2053,-0.0028,0.0526,0.0223,0.19,1.5
2019/12/04,11:13:52.400,35.639393912,139.296214877,216.8559,2,11,0.0460,0.0410,0.2049,-0.0019,0.0527,0.0218,0.19,1.8
2019/12/04,11:13:52.600,35.639393804,139.296214978,216.8338,2,11,0.0458,0.0409,0.2045,-0.0027,0.0527,0.0213,0.19,1.9
2019/12/04,11:13:52.800,35.639393723,139.296215026,216.8213,2,12,0.0456,0.0408,0.2038,-0.0029,0.0526,0.0208,0.39,1.2
2019/12/04,11:13:53.000,35.639393706,139.296215034,216.7990,2,12,0.0455,0.0405,0.2018,-0.0020,0.0515,0.0210,0.59,1.4
2019/12/04,11:13:53.200,35.639393701,139.296215013,216.7910,2,12,0.0453,0.0403,0.2007,-0.0022,0.0510,0.0207,0.79,1.5
2019/12/04,11:13:53.400,35.639393753,139.296214898,216.8041,2,12,0.0451,0.0401,0.1998,-0.0019,0.0507,0.0202,0.99,1.7
2019/12/04,11:13:53.600,35.639393798,139.296214795,216.8043,2,12,0.0450,0.0400,0.1991,-0.0028,0.0505,0.0198,1.19,1.9
2019/12/04,11:13:53.800,35.639393862,139.296214703,216.8142,2,12,0.0449,0.0398,0.1990,-0.0023,0.0505,0.0202,1.39,1.9
2019/12/04,11:13:54.000,35.639393873,139.296214625,216.8142,2,12,0.0447,0.0397,0.1985,-0.0023,0.0503,0.0200,1.59,1.6
2019/12/04,11:13:54.200,35.639393876,139.296214576,216.8145,2,14,0.0446,0.0396,0.1977,-0.0021,0.0500,0.0200,1.79,1.2
2019/12/04,11:13:54.400,35.639393851,139.296214572,216.8097,2,14,0.0444,0.0395,0.1965,-0.0019,0.0497,0.0201,1.99,1.4
2019/12/04,11:13:54.600,35.639393822,139.296214591,216.8209,2,14,0.0442,0.0393,0.1953,-0.0014,0.0494,0.0198,1.39,1.6
2019/12/04,11:13:54.800,35.639393695,139.296214734,216.8225,2,14,0.0440,0.0391,0.1944,-0.0006,0.0491,0.0194,1.59,1.8
2019/12/04,11:13:55.000,35.639393478,139.296214975,216.7952,2,14,0.0439,0.0390,0.1937,-0.0020,0.0489,0.0194,1.79,1.9
2019/12/04,11:13:55.200,35.639393274,139.296215291,216.7791,2,12,0.0439,0.0390,0.1941,-0.0025,0.0491,0.0187,1.99,1.5
2019/12/04,11:13:55.400,35.639393099,139.296215464,216.7688,2,12,0.0436,0.0388,0.1934,-0.0015,0.0488,0.0179,2.19,1.3
2019/12/04,11:13:55.600,35.639393007,139.296215608,216.7490,2,12,0.0437,0.0388,0.1926,0.0030,0.0488,0.0177,2.39,1.7
2019/12/04,11:13:55.800,35.639392962,139.296215597,216.7538,2,12,0.0437,0.0387,0.1922,0.0038,0.0487,0.0164,2.59,1.9
2019/12/04,11:13:56.000,35.639392968,139.296215568,216.7617,2,12,0.0436,0.0386,0.1917,0.0039,0.0486,0.0159,2.79,2.0
2019/12/04,11:13:56.200,35.639393001,139.296215551,216.7678,2,12,0.0436,0.0385,0.1913,0.0043,0.0486,0.0155,2.99,2.1
2019/12/04,11:13:56.400,35.639393036,139.296215549,216.7737,2,12,0.0435,0.0384,0.1908,0.0045,0.0485,0.0151,3.19,2.2
2019/12/04,11:13:56.600,35.639393076,139.296215556,216.7828,2,12,0.0434,0.0383,0.1904,0.0047,0.0484,0.0146,3.39,2.2
2019/12/04,11:13:56.800,35.639393070,139.296215534,216.7925,2,10,0.0433,0.0384,0.1903,0.0051,0.0480,0.0140,3.59,1.9
2019/12/04,11:13:57.000,35.639392941,139.296215567,216.7896,2,10,0.0432,0.0383,0.1900,0.0052,0.0479,0.0134,3.79,1.5
